no_pkk_inaportnet,no_pkk,vessel_name,gt,loa,company_name,name_process_code,name_branch,departure_date,nomor_pkk,nomor_spb
PKK.DN.IDSUB.2501.000136,PSS113000001,PACIFIC SAMUDERA SATU,694.0,56.0,"CITRABARU ADINUSANTARA, PT",Realization,TANJUNG PERAK,2025-01-26T01:00:00.000Z,PKK.DN.IDSUB.2501.000136,SPB.IDSUB.0325.0000111
PKK.DN.IDKBU.2412.000615,BROO57000001,BROOKLYN,3145.0,91.44,PT. ALWIESTA NIAGA MANDIRI,Realization,KOTABARU,2024-12-24T15:00:00.000Z,PKK.DN.IDKBU.2412.000615,SPB.IDKBU.0125.0000271
PKK.DN.IDBDJ.2501.000340,CCGQ25000041,RIMAU 3310,4265.0,100.65,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2025-01-31T07:23:00.000Z,PKK.DN.IDBDJ.2501.000340,SPB.IDBDJ.0225.0002836
PKK.DN.IDGRE.2412.000398,P01513000001,PSB 3015,3418.0,91.44,"HARAPAN CIPTA PERKASA, PT",Request PPKB,TANJUNG PERAK,2024-12-26T11:00:00.000Z,PKK.DN.IDGRE.2412.000398,SPB.IDGRE.1224.0000717
PKK.DN.IDGRE.2501.000062,OQK913000001,SINAR KINTAMANI,40040.0,225.0,"GEMILANG SAMUDRA MAKMUR, PT",Request PPKB,TANJUNG PERAK,2025-01-03T23:00:00.000Z,PKK.DN.IDGRE.2501.000062,SPB.IDGRE.0125.0000091
PKK.DN.IDBDJ.2501.000221,T3H725000002,KARENINA 2701,2122.0,82.3,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2025-01-04T07:59:00.000Z,PKK.DN.IDBDJ.2501.000221,SPB.IDBDJ.0125.0000272
PKK.DN.IDSUB.2501.000084,V97X13000005,GOLDEN PERMAI,31345.0,189.99,"GOLDEN OCEAN LINE, PT",Request PPKB,TANJUNG PERAK,2025-01-08T16:00:00.000Z,PKK.DN.IDSUB.2501.000084,SPB.IDSUB.0125.0000175
PKK.DN.IDBDJ.2412.002602,LLMM25000035,LMN 336,4259.0,100.58,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2024-12-27T10:00:00.000Z,PKK.DN.IDBDJ.2412.002602,SPB.IDBDJ.0125.0000241
PKK.DN.IDBDJ.2501.000074,INMU25000012,INDO MUARA,3071.0,91.5,PT Immanu Sukses Bersama,Realization,BANJARMASIN,2025-01-10T15:00:00.000Z,PKK.DN.IDBDJ.2501.000074,SPB.IDBDJ.0125.0000335
PKK.DN.IDSUB.2501.000040,KN5013000012,KENDHAGA NUSANTARA 5,2195.0,74.3,"DJAKARTA LLOYD, PT",Realization,TANJUNG PERAK,2025-01-09T01:00:00.000Z,PKK.DN.IDSUB.2501.000040,SPB.IDSUB.0225.0000752
PKK.DN.IDBDJ.2412.004003,LS6625000002,LINTAS SAMUDERA 66,4305.0,100.65,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2025-01-10T15:00:00.000Z,PKK.DN.IDBDJ.2412.004003,SPB.IDBDJ.0125.0002576
PKK.DN.IDKBU.2412.000323,BUP657000003,BUMI PALMA ENAM,2666.0,79.25,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-12-18T02:00:00.000Z,PKK.DN.IDKBU.2412.000323,SPB.IDKBU.0125.0000219
PKK.DN.IDSUB.2412.001087,MPI313000010,MEGAH PRATAMA II,670.0,54.42,"ANUGERAH TIRTA SAMUDRA, PT",Realization,TANJUNG PERAK,2025-01-25T16:00:00.000Z,PKK.DN.IDSUB.2412.001087,SPB.IDSUB.0125.0000551
PKK.DN.IDBDJ.2412.003780,L31825000033,LMN 318,4103.0,94.9,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2025-01-10T15:00:00.000Z,PKK.DN.IDBDJ.2412.003780,SPB.IDBDJ.0125.0000053
PKK.DN.IDSUB.2412.001043,222V13000010,VELOCITY,680.0,58.2,"PRIMA SEJAHTERA LINES, PT",Realization,TANJUNG PERAK,2025-01-11T10:00:00.000Z,PKK.DN.IDSUB.2412.001043,SPB.IDSUB.0125.0000822
PKK.DN.IDSUB.2412.001036,666K13000016,KONAWE,714.0,56.35,"BUMI INDAH LINES, PT",Realization,TANJUNG PERAK,2025-01-31T23:00:00.000Z,PKK.DN.IDSUB.2412.001036,SPB.IDSUB.0225.0000930
PKK.DN.IDBDJ.2412.003624,SMM225000017,SAMUDERA MANDIRI 2,2191.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-12-31T15:00:00.000Z,PKK.DN.IDBDJ.2412.003624,SPB.IDBDJ.1224.0004120
PKK.DN.IDKBU.2412.000361,LI8857000001,LINTAS IX,1735.0,78.5,PT. SINAR MARITIME PERKASA,Request PPKB,KOTABARU,2024-12-17T15:00:00.000Z,PKK.DN.IDKBU.2412.000361,SPB.IDKBU.1224.0000607
PKK.DN.IDKBU.2412.000362,FX0057000001,FERY XII,1506.0,80.0,PT. SINAR MARITIME PERKASA,Request PPKB,KOTABARU,2024-12-19T15:00:00.000Z,PKK.DN.IDKBU.2412.000362,SPB.IDKBU.1224.0000793
PKK.DN.IDBDJ.2412.003524,SD1025000020,SAMUDERA MANDIRI 10,2228.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2025-01-06T15:00:00.000Z,PKK.DN.IDBDJ.2412.003524,SPB.IDBDJ.0125.0002008
PKK.DN.IDBDJ.2412.003479,5ALF25000001,PACIFIC 325,4295.0,97.6,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2025-01-03T09:43:00.000Z,PKK.DN.IDBDJ.2412.003479,SPB.IDBDJ.0125.0000145
PKK.DN.IDSUB.2412.000961,B02513000023,BEDJO MARU,597.0,53.85,PERUSAHAAN PELAYARAN MULIAKAWAN SEJATI,Realization,TANJUNG PERAK,2025-01-12T16:00:00.000Z,PKK.DN.IDSUB.2412.000961,SPB.IDSUB.0225.0000924
PKK.DN.IDBDJ.2412.003390,LMN825000023,LMN 308,3107.0,87.78,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2025-01-06T15:00:00.000Z,PKK.DN.IDBDJ.2412.003390,SPB.IDBDJ.1224.0003806
PKK.DN.IDSTU.2412.000352,MKRR57000001,MKR,3106.0,91.4,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-12-25T15:55:00.000Z,PKK.DN.IDSTU.2412.000352,SPB.IDSTU.1224.0000506
PKK.DN.IDBDJ.2412.003344,SLT825000017,SATRIA LAUT 3098,3039.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-12-26T12:45:00.000Z,PKK.DN.IDBDJ.2412.003344,SPB.IDBDJ.1224.0003451
PKK.DN.IDSRG.2412.000257,SO2009000001,SOEKAWATI 20,3065.0,91.5,PT. NAGASAKTI TRANS SEGARA,Realization,TANJUNG EMAS,2024-12-28T16:00:00.000Z,PKK.DN.IDSRG.2412.000257,SPB.IDSRG.0325.0000079
PKK.DN.IDSUB.2412.000883,P80013000013,PASADENA 8,658.0,58.81,"SAMUDRA INTIM PERKASA, PT",Realization,TANJUNG PERAK,2025-01-10T10:00:00.000Z,PKK.DN.IDSUB.2412.000883,SPB.IDSUB.0125.0001072
PKK.DN.IDSUB.2412.000877,AAI013000006,ANUGERAH ABADI I,592.0,54.3,"CITRABARU ADINUSANTARA, PT",Realization,TANJUNG PERAK,2025-01-20T15:00:00.000Z,PKK.DN.IDSUB.2412.000877,SPB.IDSUB.0325.0000449
PKK.DN.IDSUB.2412.000871,SI6613000013,SHELLY INDAH,685.0,57.08,"BUMI INDAH LINES, PT",Realization,TANJUNG PERAK,2025-01-20T05:00:00.000Z,PKK.DN.IDSUB.2412.000871,SPB.IDSUB.0125.0000892
PKK.DN.IDSUB.2407.000622,POX213000056,PETRO OCEAN XXVI,732.0,64.55,"BAHANA LINE, PT",Realization,TANJUNG PERAK,2024-07-17T14:00:00.000Z,PKK.DN.IDSUB.2407.000622,SPB.IDSUB.0225.0000975
PKK.DN.IDBDJ.2412.003049,20SZ25000016,PERMATA PLA 3319,4249.0,100.58,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-12-23T09:59:00.000Z,PKK.DN.IDBDJ.2412.003049,SPB.IDBDJ.1224.0003634
PKK.DN.IDBDJ.2412.003042,VS3125000022,VIRGO SEJATI 331,3938.0,100.58,"VIRGO SAMUDERA JAYA, PT",Realization,BANJARMASIN,2024-12-23T15:30:00.000Z,PKK.DN.IDBDJ.2412.003042,SPB.IDBDJ.1224.0003581
PKK.DN.IDKBU.2412.000659,S16357000049,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-12-25T04:00:00.000Z,PKK.DN.IDKBU.2412.000659,SPB.IDKBU.1224.0000694
PKK.LN.IDBDJ.2412.002999,HI5525000002,BG. HIGHLINE 55,3980.0,95.38,"WIRATRANS SAMUDERA, PT",Realization,BANJARMASIN,2024-12-24T14:00:00.000Z,PKK.LN.IDBDJ.2412.002999,SPB.IDBDJ.1224.0003449
PKK.LN.IDKBU.2412.000641,MNSB57000001,MV. SHUN TONG,44112.0,229.0,PT. INTERNASIONAL TOTAL SERVICE & LOGISTIC,Request PPKB,KOTABARU,2024-12-29T06:00:00.000Z,PKK.LN.IDKBU.2412.000641,SPB.IDKBU.0125.0000022
PKK.DN.IDBDJ.2412.002984,SOE725000021,SOEKAWATI 707,3065.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-12-23T12:55:00.000Z,PKK.DN.IDBDJ.2412.002984,SPB.IDBDJ.0125.0000263
PKK.DN.IDSUB.2412.000821,101N13000010,NIGATA,646.0,55.4,"GLOBAL EKPRES LINES, PT",Realization,TANJUNG PERAK,2025-01-17T16:00:00.000Z,PKK.DN.IDSUB.2412.000821,SPB.IDSUB.0225.0000187
PKK.DN.IDBDJ.2412.002854,VXRV25000001,LINTAS SAMUDERA 138,3123.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-12-31T15:00:00.000Z,PKK.DN.IDBDJ.2412.002854,SPB.IDBDJ.0125.0001735
PKK.DN.IDBDJ.2412.002683,H91Q25000039,ALRISHA,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-12-20T22:52:00.000Z,PKK.DN.IDBDJ.2412.002683,SPB.IDBDJ.1224.0002718
PKK.DN.IDKBU.2412.000560,BEL857000033,BELINI 8,2073.0,82.62,PT. TARUNA CIPTA KENCANA,Realization,KOTABARU,2024-12-22T02:00:00.000Z,PKK.DN.IDKBU.2412.000560,SPB.IDKBU.1224.0000604
PKK.DN.IDBDJ.2412.002643,PGS125000015,PEGASUS 1,3154.0,91.5,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-12-21T09:38:00.000Z,PKK.DN.IDBDJ.2412.002643,SPB.IDBDJ.1224.0003601
PKK.DN.IDBDJ.2412.002642,8WE925000022,MHKL 8,3148.0,89.25,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-12-21T09:17:00.000Z,PKK.DN.IDBDJ.2412.002642,SPB.IDBDJ.1224.0003007
PKK.DN.IDSUB.2412.000717,343K13000008,KINEI,720.0,58.5,PT. SAMUDRA NUSANTARA MAJU,Realization,TANJUNG PERAK,2025-01-05T13:00:00.000Z,PKK.DN.IDSUB.2412.000717,SPB.IDSUB.0225.0000956
PKK.DN.IDCXP.2411.000077,MI0026000012,MARGARETHA I,1076.0,67.95,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-11-23T00:00:00.000Z,PKK.DN.IDCXP.2411.000077,SPB.IDCXP.1124.0000107
PKK.DN.IDBDJ.2412.002512,47FM25000001,PACIFIC 3032,3271.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-12-28T15:00:00.000Z,PKK.DN.IDBDJ.2412.002512,SPB.IDBDJ.1224.0002802
PKK.DN.IDGRE.2412.000463,LO1913000001,LONGKHE - 19,2029.0,76.25,"ANUGERAH BERKAT MULTISERVICE, PT",Realization,TANJUNG PERAK,2024-12-28T16:00:00.000Z,PKK.DN.IDGRE.2412.000463,SPB.IDGRE.0125.0000422
PKK.DN.IDSUB.2412.000598,M50713000004,MITRA CAHAYA,643.0,58.85,"MITRA ABADI WISESA, PT",Realization,TANJUNG PERAK,2024-12-30T17:00:00.000Z,PKK.DN.IDSUB.2412.000598,SPB.IDSUB.0125.0000890
PKK.DN.IDBDJ.2412.002125,ALPZ25000036,ALPHERATZ,4157.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-12-18T03:46:00.000Z,PKK.DN.IDBDJ.2412.002125,SPB.IDBDJ.1224.0002128
PKK.DN.IDKBU.2410.000576,CIMM57000002,CITRA MALINDO VIII,1493.0,64.01,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-10-21T08:00:00.000Z,PKK.DN.IDKBU.2410.000576,SPB.IDKBU.1224.0000597
PKK.DN.IDGRE.2412.000238,XYY913000001,LIUS XIX,3197.0,91.5,PT SARANA SURYA SEGARA,Realization,TANJUNG PERAK,2024-12-18T16:00:00.000Z,PKK.DN.IDGRE.2412.000238,SPB.IDGRE.1224.0000610
PKK.DN.IDBDJ.2412.002047,IFFV25000002,NRS II,1344.0,70.1,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-12-22T09:37:00.000Z,PKK.DN.IDBDJ.2412.002047,SPB.IDBDJ.1224.0002115
PKK.DN.IDKBU.2412.000425,S16357000047,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-12-18T04:00:00.000Z,PKK.DN.IDKBU.2412.000425,SPB.IDKBU.1224.0000515
PKK.DN.IDBDJ.2412.001957,1B9M25000029,ALRAI,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-12-15T21:19:00.000Z,PKK.DN.IDBDJ.2412.001957,SPB.IDBDJ.1224.0002144
PKK.DN.IDKBU.2412.000379,BEL857000032,BELINI 8,2073.0,82.62,PT. TARUNA CIPTA KENCANA,Realization,KOTABARU,2024-12-15T14:00:00.000Z,PKK.DN.IDKBU.2412.000379,SPB.IDKBU.1224.0000437
PKK.DN.IDSUB.2412.000485,IN0013000010,IS NO 5,669.0,57.91,PT. BAHTERA TURANGGA JAYA,Realization,TANJUNG PERAK,2024-12-25T13:00:00.000Z,PKK.DN.IDSUB.2412.000485,SPB.IDSUB.0125.0000172
PKK.DN.IDSTU.2409.000618,8XAY57000001,BINTANG TIMUR 1202,3145.0,87.78,PT ALFA TRANS RAYA,Request PPKB,KOTABARU,2024-09-30T03:19:00.000Z,PKK.DN.IDSTU.2409.000618,SPB.IDSTU.0125.0000440
PKK.DN.IDBDJ.2412.001489,LS6625000001,LINTAS SAMUDERA 66,4305.0,100.65,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-12-20T15:00:00.000Z,PKK.DN.IDBDJ.2412.001489,SPB.IDBDJ.1224.0002550
PKK.DN.IDBDJ.2412.001289,RL8825000013,REZEKI LAUTAN 88,3430.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-12-18T04:25:00.000Z,PKK.DN.IDBDJ.2412.001289,SPB.IDBDJ.1224.0001765
PKK.DN.IDKBU.2410.000876,8QNS57000004,BUMI PALMA TIGA,2840.0,91.44,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-11-02T13:13:00.000Z,PKK.DN.IDKBU.2410.000876,SPB.IDKBU.1124.0000433
PKK.DN.IDBDJ.2412.001171,ISA825000078,ISA 3308,4356.0,100.58,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,BANJARMASIN,2024-12-09T15:00:00.000Z,PKK.DN.IDBDJ.2412.001171,SPB.IDBDJ.0125.0002304
PKK.DN.IDBDJ.2412.001319,BVS625000010,BVS 28,2391.0,79.01,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-12-17T10:00:00.000Z,PKK.DN.IDBDJ.2412.001319,SPB.IDBDJ.1224.0001902
PKK.DN.IDKBU.2411.000609,MANO57000001,MANOGIHON,2220.0,70.1,PT. PRIMA SAMUDRA SAKTI,Request PPKB,KOTABARU,2024-11-28T12:00:00.000Z,PKK.DN.IDKBU.2411.000609,SPB.IDKBU.1224.0000431
PKK.DN.IDKBU.2411.000875,666I57000001,INTI,805.0,56.5,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Request PPKB,KOTABARU,2024-12-04T21:00:00.000Z,PKK.DN.IDKBU.2411.000875,SPB.IDKBU.1224.0000414
PKK.DN.IDKBU.2411.000643,8QNS57000005,BUMI PALMA TIGA,2840.0,91.44,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-11-30T02:00:00.000Z,PKK.DN.IDKBU.2411.000643,SPB.IDKBU.1224.0000292
PKK.DN.IDBDJ.2412.000998,EMSY25000042,IVA 2022,4338.0,100.58,SARANA MARITIM SEJAHTERA PT,Realization,BANJARMASIN,2024-12-08T22:00:00.000Z,PKK.DN.IDBDJ.2412.000998,SPB.IDBDJ.0325.0001427
PKK.DN.IDBDJ.2412.000955,NA4Z25000019,TUHUP 014,1812.0,70.1,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2024-12-10T15:00:00.000Z,PKK.DN.IDBDJ.2412.000955,SPB.IDBDJ.1224.0001857
PKK.DN.IDKBU.2412.000204,BEL857000031,BELINI 8,2073.0,82.62,PT. TARUNA CIPTA KENCANA,Realization,KOTABARU,2024-12-09T12:00:00.000Z,PKK.DN.IDKBU.2412.000204,SPB.IDKBU.1224.0000262
PKK.DN.IDKBU.2412.000194,S16357000045,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-12-10T04:00:00.000Z,PKK.DN.IDKBU.2412.000194,SPB.IDKBU.1224.0000275
PKK.DN.IDSTU.2412.000038,7EVF57000001,PACIFIC 3022,3271.0,87.78,"PANCARAN SAMUDERA SAKTI, PT",Request PPKB,KOTABARU,2024-12-05T15:00:00.000Z,PKK.DN.IDSTU.2412.000038,SPB.IDSTU.1224.0000151
PKK.DN.IDSTU.2411.000570,900357000001,MAX 9003,3832.0,91.44,JANGKAR BAHUREKSO BERIBADAT,Request PPKB,KOTABARU,2024-11-30T15:55:00.000Z,PKK.DN.IDSTU.2411.000570,SPB.IDSTU.1224.0000081
PKK.DN.IDBDJ.2412.000782,V1U425000005,BINA SAMUDERA 33,2505.0,82.3,"BINA BANUA SAMUDERA, PT",Realization,BANJARMASIN,2024-12-07T09:00:00.000Z,PKK.DN.IDBDJ.2412.000782,SPB.IDBDJ.0325.0002169
PKK.DN.IDBJU.2412.000027,JJQ623000022,VAST OIL 230,1577.0,70.05,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-12-06T01:00:00.000Z,PKK.DN.IDBJU.2412.000027,SPB.IDBJU.1224.0000024
PKK.DN.IDSTU.2411.000426,WAS157000002,LIANA LXIX,4362.0,100.58,PT. AZAZ SHIPS SERVICES,Request PPKB,KOTABARU,2024-11-21T10:00:00.000Z,PKK.DN.IDSTU.2411.000426,SPB.IDSTU.0125.0000113
PKK.DN.IDBDJ.2412.000164,GYKK25000001,ASN 2703,2122.0,82.3,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-12-03T04:28:00.000Z,PKK.DN.IDBDJ.2412.000164,SPB.IDBDJ.1224.0003555
PKK.DN.IDBDJ.2412.000147,4F8125000010,DELTA 253,1947.0,76.2,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2024-12-14T10:00:00.000Z,PKK.DN.IDBDJ.2412.000147,SPB.IDBDJ.1224.0004061
PKK.DN.IDBDJ.2412.000123,ZSVE25000007,GEMILANG 2346,1697.0,70.1,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-12-05T15:00:00.000Z,PKK.DN.IDBDJ.2412.000123,SPB.IDBDJ.1224.0000349
PKK.DN.IDKBU.2411.000900,BEL857000030,BELINI 8,2073.0,82.62,PT. TARUNA CIPTA KENCANA,Realization,KOTABARU,2024-12-02T04:00:00.000Z,PKK.DN.IDKBU.2411.000900,SPB.IDKBU.1224.0000025
PKK.DN.IDKBU.2411.000886,S16357000043,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-12-02T04:00:00.000Z,PKK.DN.IDKBU.2411.000886,SPB.IDKBU.1224.0000052
PKK.DN.IDBDJ.2411.004314,AND925000008,ANAND 9,3226.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,BANJARMASIN,2024-11-29T13:35:00.000Z,PKK.DN.IDBDJ.2411.004314,SPB.IDBDJ.1124.0004516
PKK.DN.IDGRE.2411.000833,E11113000003,ETZOMER 1601,3050.0,78.3,"PELAYARAN TIARA PERDANA, PT",Request PPKB,TANJUNG PERAK,2024-11-28T16:00:00.000Z,PKK.DN.IDGRE.2411.000833,SPB.IDGRE.1124.0000853
PKK.LN.IDSUB.2411.001108,KOQ213000006,EVER CHAMP,18747.0,172.0,"EVERGREEN SHIPPING AGENCY INDONESIA, PT",Realization,TANJUNG PERAK,2024-11-30T07:00:00.000Z,PKK.LN.IDSUB.2411.001108,SPB.IDSUB.1124.0001147
PKK.DN.IDSTU.2410.000239,DPY357000003,LIANA XXXIX,2629.0,84.12,PT. AZAZ SHIPS SERVICES,Realization,KOTABARU,2024-10-15T07:48:00.000Z,PKK.DN.IDSTU.2410.000239,SPB.IDSTU.1024.0000236
PKK.DN.IDSUB.2411.001031,D02213000019,DAN 03,531.0,53.52,"JAYADI SAMUDERA LINES, PT",Realization,TANJUNG PERAK,2024-11-30T15:00:00.000Z,PKK.DN.IDSUB.2411.001031,SPB.IDSUB.0125.0000521
PKK.DN.IDBDJ.2411.003973,SN0325000012,SEA DRAGON 303,3142.0,91.44,"INDO DARMA TRANSPORTASI, PT",Realization,BANJARMASIN,2024-11-28T03:27:00.000Z,PKK.DN.IDBDJ.2411.003973,SPB.IDBDJ.1224.0001412
PKK.DN.IDSTU.2411.000473,ZNFC57000002,PACIFIC 3031,3272.0,87.78,"PANCARAN SAMUDERA SAKTI, PT",Request PPKB,KOTABARU,2024-11-22T15:00:00.000Z,PKK.DN.IDSTU.2411.000473,SPB.IDSTU.1124.0000658
PKK.DN.IDCXP.2410.000073,MI0026000010,MARGARETHA I,1076.0,67.95,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-10-23T16:55:00.000Z,PKK.DN.IDCXP.2410.000073,SPB.IDCXP.1024.0000099
PKK.DN.IDBDJ.2411.003753,VS8825000003,VIRGO SEJATI 88,3142.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-12-02T10:09:00.000Z,PKK.DN.IDBDJ.2411.003753,SPB.IDBDJ.1224.0003700
PKK.DN.IDBDJ.2411.003732,SO2025000030,SOEKAWATI 20,3065.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Request PPKB,BANJARMASIN,2024-11-25T07:04:00.000Z,PKK.DN.IDBDJ.2411.003732,SPB.IDBDJ.1224.0001200
PKK.DN.IDBDJ.2411.002886,603Y25000001,MAKASSAR AMBITION,1386.0,50.0,"ADIRA SHIPPING MANAGEMENT, PT",Realization,BANJARMASIN,2024-11-28T12:00:00.000Z,PKK.DN.IDBDJ.2411.002886,SPB.IDBDJ.0225.0000168
PKK.DN.IDSUB.2411.000921,KU0013000006,KALIMAS UTAMA,526.0,49.95,"CITRABARU ADINUSANTARA, PT",Realization,TANJUNG PERAK,2024-12-15T14:00:00.000Z,PKK.DN.IDSUB.2411.000921,SPB.IDSUB.0125.0000110
PKK.LN.IDSTU.2411.000531,MGV657000001,MV. GREAT VOYAGE,34508.0,199.9,PT. ANUGERAH MAHADAYA NUSANTARA,Request PPKB,KOTABARU,2024-11-27T14:40:00.000Z,PKK.LN.IDSTU.2411.000531,SPB.IDSTU.1224.0000236
PKK.DN.IDKBU.2411.000637,S16357000041,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-11-25T04:00:00.000Z,PKK.DN.IDKBU.2411.000637,SPB.IDKBU.1124.0000727
PKK.DN.IDBDJ.2411.003296,S32E25000001,SAMTIMAS 03,3107.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-11-29T12:01:00.000Z,PKK.DN.IDBDJ.2411.003296,SPB.IDBDJ.1224.0003068
PKK.DN.IDBDJ.2411.003297,1V1F25000001,LIANA XVII,4265.0,100.58,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-11-29T12:18:00.000Z,PKK.DN.IDBDJ.2411.003297,SPB.IDBDJ.0325.0002560
PKK.DN.IDBJU.2411.000092,POI123000013,PETRO OCEAN II,638.0,53.62,"PELAYARAN TAJRI SAMUDERA, PT",Request PPKB,TANJUNG WANGI,2024-12-10T08:00:00.000Z,PKK.DN.IDBJU.2411.000092,SPB.IDBJU.1224.0000141
PKK.DN.IDBDJ.2411.003217,LAOR25000002,NRS VI,1623.0,73.15,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-11-28T03:06:00.000Z,PKK.DN.IDBDJ.2411.003217,SPB.IDBDJ.1224.0002842
PKK.DN.IDSUB.2411.000765,KN7113000010,KHARISMA NUSANTARA 77,900.0,59.71,"PERUSAHAAN PELAYARAN SATYA PERMAI, PT",Realization,TANJUNG PERAK,2024-12-04T23:00:00.000Z,PKK.DN.IDSUB.2411.000765,SPB.IDSUB.0325.0000500
PKK.LN.IDGRE.2410.000780,MX6113000001,MV. SOPHIA OCEAN,18036.0,170.0,"SERASI SHIPPING INDONESIA, PT",Request PPKB,TANJUNG PERAK,2024-11-05T17:00:00.000Z,PKK.LN.IDGRE.2410.000780,SPB.IDGRE.1124.0000198
PKK.DN.IDKBU.2403.000151,R3AA57000001,RMN 379,3071.0,87.86,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Realization,KOTABARU,2024-03-07T01:00:00.000Z,PKK.DN.IDKBU.2403.000151,SPB.IDKBU.1224.0000139
PKK.DN.IDBDJ.2411.002686,FI9925000010,CHANDRA 304,3148.0,91.5,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-11-25T08:51:00.000Z,PKK.DN.IDBDJ.2411.002686,SPB.IDBDJ.1124.0002958
PKK.DN.IDSTU.2410.000191,P85157000001,PEC 851,3890.0,98.26,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,KOTABARU,2024-10-10T15:55:00.000Z,PKK.DN.IDSTU.2410.000191,SPB.IDSTU.0125.0000622
PKK.DN.IDBDJ.2411.002490,67W025000027,AGATHA,3545.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-11-17T15:00:00.000Z,PKK.DN.IDBDJ.2411.002490,SPB.IDBDJ.1124.0003181
