no_pkk_inaportnet,no_pkk,vessel_name,gt,loa,company_name,name_process_code,name_branch,departure_date,nomor_pkk,nomor_spb
PKK.DN.IDBDJ.2411.002464,RY2525000005,RICKY 250 6,2200.0,76.2,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-11-16T05:00:00.000Z,PKK.DN.IDBDJ.2411.002464,SPB.IDBDJ.1124.0003532
PKK.DN.IDBDJ.2411.002461,BT6X25000027,MJL 3017,3099.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-11-17T03:05:00.000Z,PKK.DN.IDBDJ.2411.002461,SPB.IDBDJ.1124.0002591
PKK.DN.IDKBU.2411.000434,KO0057000014,KING OCEAN,1748.0,80.2,"BERKAH SALSABILL SAIJAAN, PT	",Request PPKB,KOTABARU,2024-11-15T07:41:00.000Z,PKK.DN.IDKBU.2411.000434,SPB.IDKBU.1224.0000258
PKK.DN.IDSUB.2411.000549,E19213000005,ELSHADAI 1,655.0,48.77,"BINTANG PELITA SAMUDERA, PT",Realization,TANJUNG PERAK,2024-11-30T13:00:00.000Z,PKK.DN.IDSUB.2411.000549,SPB.IDSUB.0125.0000104
PKK.DN.IDBDJ.2411.002143,LLUY25000013,SUPPORT 4,2133.0,79.01,MEGA BAHTERA KENCANA PT,Request PPKB,BANJARMASIN,2024-11-15T15:00:00.000Z,PKK.DN.IDBDJ.2411.002143,SPB.IDBDJ.1124.0003939
PKK.DN.IDKBU.2411.000380,S16357000039,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-11-16T04:00:00.000Z,PKK.DN.IDKBU.2411.000380,SPB.IDKBU.1124.0000469
PKK.DN.IDBDJ.2411.001928,6TZG25000035,ANGELINE 21903,3036.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-11-14T09:55:00.000Z,PKK.DN.IDBDJ.2411.001928,SPB.IDBDJ.1124.0002309
PKK.DN.IDBDJ.2411.001888,PE0525000026,PELITA 05,3103.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-11-14T06:19:00.000Z,PKK.DN.IDBDJ.2411.001888,SPB.IDBDJ.1124.0002160
PKK.DN.IDKBU.2409.000700,9NJK57000002,OCEANBAY 23237,1824.0,70.1,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-09-27T09:00:00.000Z,PKK.DN.IDKBU.2409.000700,SPB.IDKBU.1124.0000589
PKK.DN.IDBDJ.2411.001861,ID3025000056,INTAN DAYA 3,2994.0,89.8,"PELAYARAN CARAKA TIRTA PERKASA, PT",Realization,BANJARMASIN,2024-11-14T07:00:00.000Z,PKK.DN.IDBDJ.2411.001861,SPB.IDBDJ.1124.0002166
PKK.DN.IDBDJ.2411.001837,A6T825000032,AME 808,3238.0,91.5,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-11-12T05:00:00.000Z,PKK.DN.IDBDJ.2411.001837,SPB.IDBDJ.1124.0002459
PKK.DN.IDGRE.2409.000244,E2X013000001,NOLOWATI III,7361.0,131.4,"BAHARI DHARMA NUSANTARA, PT",Request PPKB,TANJUNG PERAK,2024-10-09T17:00:00.000Z,PKK.DN.IDGRE.2409.000244,SPB.IDGRE.1124.0000790
PKK.DN.IDBDJ.2411.001779,Q1TJ25000018,TERANG 319,3103.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-11-13T10:11:00.000Z,PKK.DN.IDBDJ.2411.001779,SPB.IDBDJ.1124.0002177
PKK.DN.IDKBU.2410.000901,EF3257000001,ELFA 3002,3103.0,91.44,PT. LEMA SAMUDERA RAYA,Request PPKB,KOTABARU,2024-10-30T12:00:00.000Z,PKK.DN.IDKBU.2410.000901,SPB.IDKBU.1124.0000302
PKK.DN.IDBJU.2411.000032,IMAS23000027,INSAM - 01,1647.0,72.9,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-11-17T01:00:00.000Z,PKK.DN.IDBJU.2411.000032,SPB.IDBJU.1124.0000047
PKK.DN.IDBDJ.2411.000813,MJ3525000016,MJL 335,4347.0,100.58,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-11-13T15:00:00.000Z,PKK.DN.IDBDJ.2411.000813,SPB.IDBDJ.1124.0001302
PKK.DN.IDCXP.2410.000119,MI0026000011,MARGARETHA I,1076.0,67.95,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-11-06T06:00:00.000Z,PKK.DN.IDCXP.2410.000119,SPB.IDCXP.1124.0000020
PKK.DN.IDKBU.2411.000134,S16357000037,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-11-08T04:00:00.000Z,PKK.DN.IDKBU.2411.000134,SPB.IDKBU.1124.0000206
PKK.DN.IDSRG.2411.000032,HG0009000003,HANYU GLORY,5371.0,121.5,MODA INDONESIA AGENCY. PT,Request PPKB,TANJUNG EMAS,2024-11-06T13:00:00.000Z,PKK.DN.IDSRG.2411.000032,SPB.IDSRG.1124.0000054
PKK.DN.IDBDJ.2411.000515,PE0525000025,PELITA 05,3103.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-11-05T03:30:00.000Z,PKK.DN.IDBDJ.2411.000515,SPB.IDBDJ.1124.0001286
PKK.DN.IDBDJ.2411.000501,5LT025000020,DRAGONESS B,4260.0,100.65,SINAR BINTANG SAMUDERA/PT,Realization,BANJARMASIN,2024-11-09T00:05:00.000Z,PKK.DN.IDBDJ.2411.000501,SPB.IDBDJ.1124.0001637
PKK.DN.IDSTU.2410.000578,HYTC57000001,CBS 3001,3469.0,91.44,PT ALFA TRANS RAYA,Request PPKB,KOTABARU,2024-10-31T02:22:00.000Z,PKK.DN.IDSTU.2410.000578,SPB.IDSTU.1124.0000131
PKK.DN.IDBDJ.2411.000261,025U25000035,ANAND 11,3814.0,97.54,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-11-04T05:34:00.000Z,PKK.DN.IDBDJ.2411.000261,SPB.IDBDJ.1124.0000383
PKK.DN.IDBDJ.2411.000047,MH3125000034,MHKL 31,3146.0,91.5,MEGA BAHTERA KENCANA PT,Request PPKB,BANJARMASIN,2024-11-04T04:00:00.000Z,PKK.DN.IDBDJ.2411.000047,SPB.IDBDJ.1124.0000577
PKK.DN.IDBDJ.2411.000039,S29125000015,SOEKAWATI 2702,2133.0,82.3,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-11-02T01:59:00.000Z,PKK.DN.IDBDJ.2411.000039,SPB.IDBDJ.1124.0000451
PKK.DN.IDSTU.2410.000510,SLT857000001,SATRIA LAUT 3098,3039.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,KOTABARU,2024-10-28T15:00:00.000Z,PKK.DN.IDSTU.2410.000510,SPB.IDSTU.1124.0000065
PKK.DN.IDKBU.2410.000727,BUE457000001,BULESKO IV,3129.0,91.5,PT. PRIMA SAMUDRA SAKTI,Request PPKB,KOTABARU,2024-10-31T12:00:00.000Z,PKK.DN.IDKBU.2410.000727,SPB.IDKBU.1024.0000885
PKK.DN.IDKBU.2410.000781,1OOT57000005,T G H  3001,3071.0,90.0,PT. PRIMA SAMUDRA SAKTI,Request PPKB,KOTABARU,2024-10-29T03:00:00.000Z,PKK.DN.IDKBU.2410.000781,SPB.IDKBU.1024.0000883
PKK.DN.IDBDJ.2410.004562,SOE725000019,SOEKAWATI 707,3065.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-10-31T11:47:00.000Z,PKK.DN.IDBDJ.2410.004562,SPB.IDBDJ.1024.0004711
PKK.DN.IDBDJ.2410.004562,SOE725000019,SOEKAWATI 707,3065.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-10-31T11:47:00.000Z,PKK.DN.IDBDJ.2410.004562,SPB.IDBDJ.1024.0004708
PKK.DN.IDBDJ.2410.004480,UNG225000015,UNIGLORY 2,3135.0,91.44,"MAHAR SAMUDRA TRANSINDO, PT",Realization,BANJARMASIN,2024-10-31T15:00:00.000Z,PKK.DN.IDBDJ.2410.004480,SPB.IDBDJ.1024.0004687
PKK.DN.IDKBU.2410.000884,888A57000001,AKASHIA,2979.0,95.9,"SALAM PACIFIC INDONESIA LINES, PT",Realization,KOTABARU,2024-10-30T15:00:00.000Z,PKK.DN.IDKBU.2410.000884,SPB.IDKBU.1024.0000880
PKK.DN.IDCXP.2406.000019,MI0026000004,MARGARETHA I,1076.0,67.95,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-06-05T16:00:00.000Z,PKK.DN.IDCXP.2406.000019,SPB.IDCXP.0624.0000041
PKK.DN.IDKBU.2410.000856,PR2257000001,PEKAN RIAU,2881.0,79.8,"SALAM PACIFIC INDONESIA LINES, PT",Realization,KOTABARU,2024-10-29T15:00:00.000Z,PKK.DN.IDKBU.2410.000856,SPB.IDKBU.1024.0000847
PKK.DN.IDKBU.2410.000857,S16357000035,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-10-31T04:00:00.000Z,PKK.DN.IDKBU.2410.000857,SPB.IDKBU.1024.0000919
PKK.DN.IDBDJ.2410.003864,AIN125000015,AIN,3107.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Request PPKB,BANJARMASIN,2024-10-27T05:53:00.000Z,PKK.DN.IDBDJ.2410.003864,SPB.IDBDJ.1024.0004038
PKK.DN.IDKBU.2406.000040,9XJ557000001,RMN 338,3231.0,91.5,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,KOTABARU,2024-06-04T01:00:00.000Z,PKK.DN.IDKBU.2406.000040,SPB.IDKBU.0225.0000267
PKK.DN.IDBDJ.2410.003829,N20025000009,NUSANUR 2,747.0,65.0,"MASADA JAYA LINES, PT",Realization,BANJARMASIN,2024-10-31T15:00:00.000Z,PKK.DN.IDBDJ.2410.003829,SPB.IDBDJ.0325.0002080
PKK.DN.IDKBU.2410.000208,FX2257000005,FERY XVI,2175.0,82.0,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-10-09T10:00:00.000Z,PKK.DN.IDKBU.2410.000208,SPB.IDKBU.1024.0000399
PKK.DN.IDKBU.2410.000634,LYHY57000001,MJL 3103,4122.0,94.5,PT. MASADA JAYA LINES,Request PPKB,KOTABARU,2024-10-25T15:00:00.000Z,PKK.DN.IDKBU.2410.000634,SPB.IDKBU.1024.0000746
PKK.DN.IDBJU.2410.000096,SPR823000005,SAHABAT PRIMA 8,2620.0,86.34,"HARAPAN CIPTA PERKASA, PT",Request PPKB,TANJUNG WANGI,2024-11-02T00:00:00.000Z,PKK.DN.IDBJU.2410.000096,SPB.IDBJU.1024.0000136
PKK.DN.IDKBU.2410.000061,PAA157000001,PANDORA 11,3103.0,91.44,PT. CAKRAWALA LAUTAN INDONESIA,Request PPKB,KOTABARU,2024-10-04T18:00:00.000Z,PKK.DN.IDKBU.2410.000061,SPB.IDKBU.1024.0000489
PKK.DN.IDKBU.2410.000244,8QNS57000003,BUMI PALMA TIGA,2840.0,91.44,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-10-11T15:00:00.000Z,PKK.DN.IDKBU.2410.000244,SPB.IDKBU.1024.0000553
PKK.DN.IDBDJ.2410.003037,KKJQ25000004,ZULKIFLI 12,2137.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-10-30T15:00:00.000Z,PKK.DN.IDBDJ.2410.003037,SPB.IDBDJ.1024.0004748
PKK.DN.IDKBU.2410.000620,S16357000033,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-10-23T04:00:00.000Z,PKK.DN.IDKBU.2410.000620,SPB.IDKBU.1024.0000670
PKK.DN.IDBDJ.2410.002758,SV3825000012,SVS 38,2437.0,82.3,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-10-25T04:11:00.000Z,PKK.DN.IDBDJ.2410.002758,SPB.IDBDJ.1024.0004436
PKK.DN.IDBDJ.2410.002566,GHIY25000019,SUPPORT 5,2133.0,79.01,MEGA BAHTERA KENCANA PT,Request PPKB,BANJARMASIN,2024-10-19T15:00:00.000Z,PKK.DN.IDBDJ.2410.002566,SPB.IDBDJ.1024.0003212
PKK.DN.IDBDJ.2410.002539,LPHJ25000013,SINDO OCEAN MARINE I,3042.0,91.5,SINAR BINTANG SAMUDERA/PT,Realization,BANJARMASIN,2024-10-25T22:47:00.000Z,PKK.DN.IDBDJ.2410.002539,SPB.IDBDJ.1124.0001284
PKK.DN.IDBDJ.2410.002218,8JIH25000006,MBS 258,1975.0,73.15,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-10-24T06:00:00.000Z,PKK.DN.IDBDJ.2410.002218,SPB.IDBDJ.1124.0001188
PKK.DN.IDKBU.2410.000471,BO8V57000003,QUEEN SOFIA,2680.0,76.2,PT.ARMADA SAMUDRA GLOBAL,Realization,KOTABARU,2024-10-19T00:00:00.000Z,PKK.DN.IDKBU.2410.000471,SPB.IDKBU.1024.0000719
PKK.DN.IDKBU.2410.000445,4OL657000001,HUI HONG XI JIA,1361.0,50.4,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,KOTABARU,2024-10-24T07:00:00.000Z,PKK.DN.IDKBU.2410.000445,SPB.IDKBU.1024.0000803
PKK.DN.IDBDJ.2410.002050,FNC125000049,FINACIA 100,5338.0,106.8,MEGA BAHTERA KENCANA PT,Request PPKB,BANJARMASIN,2024-10-16T15:00:00.000Z,PKK.DN.IDBDJ.2410.002050,SPB.IDBDJ.1024.0002951
PKK.DN.IDCXP.2410.000026,MI0026000009,MARGARETHA I,1076.0,67.95,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-10-11T06:00:00.000Z,PKK.DN.IDCXP.2410.000026,SPB.IDCXP.1024.0000052
PKK.DN.IDBDJ.2410.001900,PS0825000004,PST 208,3233.0,91.5,MEGA BAHTERA KENCANA PT,Realization,BANJARMASIN,2024-10-15T15:00:00.000Z,PKK.DN.IDBDJ.2410.001900,SPB.IDBDJ.1024.0002810
PKK.DN.IDKBU.2410.000411,8QN657000001,RATU MALIKA,3748.0,96.31,PT.ARMADA SAMUDRA GLOBAL,Realization,KOTABARU,2024-10-17T04:00:00.000Z,PKK.DN.IDKBU.2410.000411,SPB.IDKBU.1024.0000551
PKK.DN.IDKBU.2410.000350,S16357000031,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-10-15T04:00:00.000Z,PKK.DN.IDKBU.2410.000350,SPB.IDKBU.1024.0000447
PKK.DN.IDBJU.2410.000050,POI123000012,PETRO OCEAN II,638.0,53.62,"PELAYARAN TAJRI SAMUDERA, PT",Request PPKB,TANJUNG WANGI,2024-11-10T02:00:00.000Z,PKK.DN.IDBJU.2410.000050,SPB.IDBJU.1024.0000090
PKK.LN.IDSMQ.2410.000160,1FO483000001,MV. RUI NING 5,32460.0,190.0,JATARIM BINAU SAMPIT,Request PPKB,SAMPIT,2024-10-20T07:00:00.000Z,PKK.LN.IDSMQ.2410.000160,SPB.IDSMQ.1024.0000383
PKK.LN.IDSMQ.2410.000160,1FO483000001,MV. RUI NING 5,32460.0,190.0,JATARIM BINAU SAMPIT,Request PPKB,SAMPIT,2024-10-20T07:00:00.000Z,PKK.LN.IDSMQ.2410.000160,SPB.IDSMQ.1024.0000382
PKK.LN.IDSTU.2410.000199,9GVT57000001,MV PENG XIANG ZHOU,41605.0,224.9,PT. RIANDY FIESTA SAMUDERA,Request PPKB,KOTABARU,2024-10-15T14:55:00.000Z,PKK.LN.IDSTU.2410.000199,SPB.IDSTU.1024.0000257
PKK.DN.IDKBU.2410.000315,EUXB57000001,RATU MARYAM,3748.0,96.31,PT.ARMADA SAMUDRA GLOBAL,Realization,KOTABARU,2024-10-13T07:00:00.000Z,PKK.DN.IDKBU.2410.000315,SPB.IDKBU.1024.0000485
PKK.DN.IDGRE.2410.000313,SA0013000006,SINAR AGRA,7687.0,116.5,"SAMUDERA ENERGI TANGGUH, PT",Request PPKB,TANJUNG PERAK,2024-10-11T07:00:00.000Z,PKK.DN.IDGRE.2410.000313,SPB.IDGRE.1024.0000327
PKK.DN.IDBDJ.2410.001272,W57325000059,WINBUILD 1573,5241.0,111.25,"TERA LOGISTIC INDONESIA, PT",Request PPKB,BANJARMASIN,2024-10-10T15:00:00.000Z,PKK.DN.IDBDJ.2410.001272,SPB.IDBDJ.1024.0001510
PKK.DN.IDBDJ.2410.001267,9I2825000058,PULAU TIGA 3509,5306.0,102.33,"TERA LOGISTIC INDONESIA, PT",Request PPKB,BANJARMASIN,2024-10-10T15:00:00.000Z,PKK.DN.IDBDJ.2410.001267,SPB.IDBDJ.1024.0001407
PKK.DN.IDKBU.2410.000129,RYL857000010,ROYAL 8,1311.0,54.86,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-10-06T14:00:00.000Z,PKK.DN.IDKBU.2410.000129,SPB.IDKBU.1024.0000232
PKK.DN.IDBDJ.2410.000753,SW3225000012,SOEKAWATI 326,3060.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-10-07T00:21:00.000Z,PKK.DN.IDBDJ.2410.000753,SPB.IDBDJ.1024.0001089
PKK.DN.IDKBU.2409.000724,H30157000001,HASNUR 301,3078.0,91.44,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-09-24T14:00:00.000Z,PKK.DN.IDKBU.2409.000724,SPB.IDKBU.0924.0000747
PKK.DN.IDKBU.2409.000614,K70057000001,KENCANA  7,2029.0,88.82,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-09-27T09:00:00.000Z,PKK.DN.IDKBU.2409.000614,SPB.IDKBU.1024.0000166
PKK.DN.IDBJU.2409.000078,UE1M23000001,DL JADE,5199.0,112.37,"ORINDO BANGUN SAMUDRA, PT",Request PPKB,TANJUNG WANGI,2024-09-21T23:00:00.000Z,PKK.DN.IDBJU.2409.000078,SPB.IDBJU.1024.0000058
PKK.DN.IDBDJ.2410.000347,MH3125000032,MHKL 31,3146.0,91.5,MEGA BAHTERA KENCANA PT,Request PPKB,BANJARMASIN,2024-10-03T15:00:00.000Z,PKK.DN.IDBDJ.2410.000347,SPB.IDBDJ.1024.0000656
PKK.DN.IDKBU.2410.000063,S16357000029,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-10-05T04:00:00.000Z,PKK.DN.IDKBU.2410.000063,SPB.IDKBU.1024.0000224
PKK.DN.IDBDJ.2410.000232,M1E925000036,TERANG 315,3103.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-10-04T07:57:00.000Z,PKK.DN.IDBDJ.2410.000232,SPB.IDBDJ.1024.0000769
PKK.DN.IDBDJ.2408.003894,LPHJ25000011,SINDO OCEAN MARINE I,3042.0,91.5,SINAR BINTANG SAMUDERA/PT,Realization,BANJARMASIN,2024-09-07T05:42:00.000Z,PKK.DN.IDBDJ.2408.003894,SPB.IDBDJ.0924.0004342
PKK.DN.IDSUB.2409.001086,000E13000003,ELVIRA,1036.0,71.91,"INDOLINE INCOMEKITA, PT",Realization,TANJUNG PERAK,2024-10-09T22:00:00.000Z,PKK.DN.IDSUB.2409.001086,SPB.IDSUB.0125.0000700
PKK.DN.IDKBU.2409.000750,S16357000027,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-09-28T05:00:00.000Z,PKK.DN.IDKBU.2409.000750,SPB.IDKBU.0924.0000836
PKK.DN.IDSUB.2409.000756,PNYA13000005,KEYLA 05,844.0,66.98,"KARTIKA JASA KARYA, PT",Request PPKB,TANJUNG PERAK,2024-09-22T15:00:00.000Z,PKK.DN.IDSUB.2409.000756,SPB.IDSUB.0924.0000978
PKK.DN.IDBJU.2409.000110,IMAS23000023,INSAM - 01,1647.0,72.9,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-10-09T23:00:00.000Z,PKK.DN.IDBJU.2409.000110,SPB.IDBJU.0924.0000123
PKK.DN.IDBDJ.2409.003119,YMV425000001,LIANA XXXVII,4170.0,100.58,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-09-30T04:59:00.000Z,PKK.DN.IDBDJ.2409.003119,SPB.IDBDJ.0325.0000634
PKK.DN.IDKBU.2409.000703,161A57000001,AVIANI,810.0,76.52,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-09-24T12:00:00.000Z,PKK.DN.IDKBU.2409.000703,SPB.IDKBU.0924.0000743
PKK.DN.IDKBU.2408.000776,8QNS57000002,BUMI PALMA TIGA,2840.0,91.44,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-08-29T15:00:00.000Z,PKK.DN.IDKBU.2408.000776,SPB.IDKBU.0924.0000613
PKK.DN.IDBJU.2409.000082,EI1023000009,ERA INDONESIA 1,1441.0,58.0,"ORINDO BANGUN SAMUDRA, PT",Request PPKB,TANJUNG WANGI,2024-09-17T04:00:00.000Z,PKK.DN.IDBJU.2409.000082,SPB.IDBJU.0924.0000114
PKK.DN.IDGRE.2409.000549,PE8G13000005,PEGASUS 8,3082.0,87.78,PT. MUTIARA ATLANTIK JAWADWIPA,Request PPKB,TANJUNG PERAK,2024-09-28T16:00:00.000Z,PKK.DN.IDGRE.2409.000549,SPB.IDGRE.0924.0000793
PKK.DN.IDBDJ.2409.002600,56C225000019,DAYA 002,2280.0,82.3,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-09-21T09:43:00.000Z,PKK.DN.IDBDJ.2409.002600,SPB.IDBDJ.0924.0002886
PKK.DN.IDCXP.2409.000051,TB0026000001,TRANSKO BIMA,3633.0,101.9,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-09-14T17:00:00.000Z,PKK.DN.IDCXP.2409.000051,SPB.IDCXP.0924.0000078
PKK.DN.IDKBU.2409.000072,FX2257000004,FERY XVI,2175.0,82.0,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-09-04T17:00:00.000Z,PKK.DN.IDKBU.2409.000072,SPB.IDKBU.0924.0000509
PKK.DN.IDBDJ.2409.002157,AWML25000002,NUSANTARA 302,3061.0,91.44,"GAYATRI SAMUDERA MANDIRI, PT",Realization,BANJARMASIN,2024-09-19T06:00:00.000Z,PKK.DN.IDBDJ.2409.002157,SPB.IDBDJ.0924.0002693
PKK.DN.IDKBU.2409.000494,S16357000024,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-09-19T04:00:00.000Z,PKK.DN.IDKBU.2409.000494,SPB.IDKBU.0924.0000569
PKK.DN.IDBDJ.2409.002005,PC6P25000067,QONITA,3398.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-09-17T15:00:00.000Z,PKK.DN.IDBDJ.2409.002005,SPB.IDBDJ.0924.0002785
PKK.DN.IDBDJ.2409.001875,QT6525000001,MANDIRI AZALEA,2005.0,76.2,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-09-21T01:00:00.000Z,PKK.DN.IDBDJ.2409.001875,SPB.IDBDJ.1224.0000606
PKK.DN.IDBDJ.2409.001845,SD1025000014,SAMUDERA MANDIRI 10,2228.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-09-14T17:00:00.000Z,PKK.DN.IDBDJ.2409.001845,SPB.IDBDJ.0924.0003397
PKK.DN.IDBDJ.2409.001515,R7CM25000007,LESTARI 3006,3080.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-09-12T17:00:00.000Z,PKK.DN.IDBDJ.2409.001515,SPB.IDBDJ.0924.0002117
PKK.DN.IDKBU.2408.000546,LX1157000001,LINTAS XVII,3963.0,86.78,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2024-08-22T15:00:00.000Z,PKK.DN.IDKBU.2408.000546,SPB.IDKBU.0824.0000784
PKK.DN.IDSUB.2408.000370,DT1113000010,DAWI TANKER,801.0,62.2,"JAYADI SAMUDERA LINES, PT",Request PPKB,TANJUNG PERAK,2024-08-13T14:00:00.000Z,PKK.DN.IDSUB.2408.000370,SPB.IDSUB.0924.0000358
PKK.DN.IDBDJ.2409.001083,MB6825000001,MBS 268,1973.0,73.15,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2024-09-23T10:00:00.000Z,PKK.DN.IDBDJ.2409.001083,SPB.IDBDJ.0225.0002895
PKK.DN.IDBDJ.2409.001083,MB6825000001,MBS 268,1973.0,73.15,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2024-09-23T10:00:00.000Z,PKK.DN.IDBDJ.2409.001083,SPB.IDBDJ.1024.0001330
PKK.DN.IDKBU.2409.000262,S16357000022,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-09-11T04:00:00.000Z,PKK.DN.IDKBU.2409.000262,SPB.IDKBU.0924.0000352
PKK.DN.IDBDJ.2409.000798,PCF725000005,PACIFIC 3007,3249.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-09-07T17:00:00.000Z,PKK.DN.IDBDJ.2409.000798,SPB.IDBDJ.0924.0001160
PKK.DN.IDSRG.2409.000078,2W0H09000001,HZM 2022,4338.0,100.58,KALANDARA INDAH LAUTINDO PT,Request PPKB,TANJUNG EMAS,2024-09-15T00:00:00.000Z,PKK.DN.IDSRG.2409.000078,SPB.IDSRG.0924.0000171
PKK.DN.IDBDJ.2409.000786,VM0025000001,VIP MULIA,917.0,69.95,"KEMBANG SENTOSABERSAMA, PT",Realization,BANJARMASIN,2024-09-11T23:00:00.000Z,PKK.DN.IDBDJ.2409.000786,SPB.IDBDJ.0924.0002152
PKK.DN.IDBDJ.2409.000700,PF3225000004,PACIFIC 3012,3270.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-09-06T17:00:00.000Z,PKK.DN.IDBDJ.2409.000700,SPB.IDBDJ.0924.0001158
PKK.DN.IDBDJ.2409.000676,T05225000045,TAMA 3052,3508.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-09-08T15:55:00.000Z,PKK.DN.IDBDJ.2409.000676,SPB.IDBDJ.1124.0000124
PKK.DN.IDBDJ.2409.000555,I4TM25000017,PACIFIC 3010,3270.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-09-05T17:00:00.000Z,PKK.DN.IDBDJ.2409.000555,SPB.IDBDJ.0924.0000956
