nomor_pkk,nomor_spb
PKK.DN.IDGRE.2411.000647,SPB.IDGRE.0125.0000628
PKK.DN.IDGRE.2501.000576,SPB.IDGRE.0125.0000627
PKK.LN.IDGRE.2501.000497,SPB.IDGRE.0125.0000624
PKK.DN.IDSUB.2412.000933,SPB.IDSUB.0125.0000778
PKK.DN.IDSMQ.2501.000240,SPB.IDSMQ.0125.0000342
PKK.DN.IDSUB.2501.000757,SPB.IDSUB.0125.0000777
PKK.DN.IDSMQ.2501.000231,SPB.IDSMQ.0125.0000319
PKK.DN.IDBDJ.2501.002246,SPB.IDBDJ.0125.0002706
PKK.DN.IDSMQ.2501.000140,SPB.IDSMQ.0125.0000340
PKK.DN.IDSMQ.2501.000141,SPB.IDSMQ.0125.0000339
PKK.DN.IDCEB.2501.000027,SPB.IDCEB.0125.0000042
PKK.DN.IDSMQ.2501.000272,SPB.IDSMQ.0125.0000344
PKK.DN.IDSMQ.2501.000273,SPB.IDSMQ.0125.0000343
PKK.DN.IDSMQ.2501.000239,SPB.IDSMQ.0125.0000341
PKK.DN.IDSMQ.2501.000285,SPB.IDSMQ.0125.0000338
PKK.DN.IDCEB.2501.000026,SPB.IDCEB.0125.0000041
PKK.DN.IDGRE.2501.000353,SPB.IDGRE.0125.0000622
PKK.DN.IDSUB.2501.000707,SPB.IDSUB.0125.0000776
PKK.DN.IDGRE.2501.000354,SPB.IDGRE.0125.0000621
PKK.LN.IDKBU.2501.000384,SPB.IDKBU.0125.0000551
PKK.DN.IDSUB.2501.000682,SPB.IDSUB.0125.0000775
PKK.DN.IDGRE.2501.000527,SPB.IDGRE.0125.0000620
PKK.DN.IDKBU.2501.000522,SPB.IDKBU.0125.0000549
PKK.DN.IDKBU.2501.000521,SPB.IDKBU.0125.0000548
PKK.DN.IDSUB.2501.000626,SPB.IDSUB.0125.0000774
PKK.DN.IDSRG.2501.000207,SPB.IDSRG.0125.0000228
PKK.DN.IDKOE.2501.000122,SPB.IDKOE.0125.0000122
PKK.DN.IDSUB.2501.000761,SPB.IDSUB.0125.0000773
PKK.LN.IDSUB.2406.001129,SPB.IDSUB.0125.0000771
PKK.DN.IDSRG.2501.000192,SPB.IDSRG.0125.0000227
PKK.DN.IDBJU.2501.000088,SPB.IDBJU.0125.0000100
PKK.LN.IDSRG.2501.000200,SPB.IDSRG.0125.0000226
PKK.LN.IDSUB.2501.000718,SPB.IDSUB.0125.0000772
PKK.DN.IDGRE.2501.000442,SPB.IDGRE.0125.0000619
PKK.DN.IDLBR.2501.000111,SPB.IDLBR.0125.0000122
PKK.DN.IDBOA.2501.002189,SPB.IDBOA.0125.0002293
PKK.DN.IDKOE.2501.000006,SPB.IDKOE.0125.0000121
PKK.DN.IDBOA.2501.001073,SPB.IDBOA.0125.0002287
PKK.DN.IDBOA.2501.002018,SPB.IDBOA.0125.0002306
PKK.DN.IDSUB.2501.000655,SPB.IDSUB.0125.0000770
PKK.DN.IDSRG.2501.000214,SPB.IDSRG.0125.0000225
PKK.DN.IDBOA.2501.002188,SPB.IDBOA.0125.0002294
PKK.DN.IDBDJ.2501.002482,SPB.IDBDJ.0125.0002697
PKK.DN.IDSRG.2501.000208,SPB.IDSRG.0125.0000224
PKK.DN.IDLBR.2501.000112,SPB.IDLBR.0125.0000121
PKK.DN.IDSUB.2501.000760,SPB.IDSUB.0125.0000767
PKK.DN.IDSUB.2501.000722,SPB.IDSUB.0125.0000766
PKK.DN.IDKBU.2501.000459,SPB.IDKBU.0125.0000546
PKK.DN.IDKOE.2501.000110,SPB.IDKOE.0125.0000120
PKK.DN.IDGRE.2501.000595,SPB.IDGRE.0125.0000618
PKK.DN.IDGRE.2411.000816,SPB.IDGRE.0125.0000617
PKK.DN.IDKBU.2501.000483,SPB.IDKBU.0125.0000543
PKK.DN.IDGRE.2501.000308,SPB.IDGRE.0125.0000616
PKK.DN.IDGRE.2501.000320,SPB.IDGRE.0125.0000615
PKK.DN.IDSUB.2410.000459,SPB.IDSUB.0125.0000769
PKK.LN.IDSUB.2501.000731,SPB.IDSUB.0125.0000768
PKK.DN.IDKBU.2501.000460,SPB.IDKBU.0125.0000545
PKK.DN.IDSUB.2501.000676,SPB.IDSUB.0125.0000765
PKK.DN.IDKBU.2501.000525,SPB.IDKBU.0125.0000544
PKK.DN.IDBDJ.2501.000511,SPB.IDBDJ.0125.0002696
PKK.LN.IDKBU.2501.000365,SPB.IDKBU.0125.0000542
PKK.DN.IDKUM.2501.000117,SPB.IDKUM.0125.0000149
PKK.DN.IDBDJ.2501.002269,SPB.IDBDJ.0125.0002695
PKK.DN.IDGRE.2501.000307,SPB.IDGRE.0125.0000614
PKK.DN.IDSTU.2405.000588,SPB.IDSTU.0125.0000479
PKK.DN.IDSTU.2501.000470,SPB.IDSTU.0125.0000478
PKK.LN.IDSUB.2501.000713,SPB.IDSUB.0125.0000764
PKK.DN.IDKOE.2501.000111,SPB.IDKOE.0125.0000119
PKK.DN.IDBJU.2501.000085,SPB.IDBJU.0125.0000099
PKK.DN.IDBDJ.2501.000510,SPB.IDBDJ.0125.0002693
PKK.DN.IDGRE.2501.000445,SPB.IDGRE.0125.0000611
PKK.DN.IDGRE.2501.000592,SPB.IDGRE.0125.0000613
PKK.DN.IDGRE.2501.000319,SPB.IDGRE.0125.0000612
PKK.DN.IDSTU.2501.000351,SPB.IDSTU.0125.0000480
PKK.DN.IDSTU.2501.000469,SPB.IDSTU.0125.0000477
PKK.DN.IDBDJ.2411.001981,SPB.IDBDJ.0125.0002694
PKK.DN.IDBDJ.2501.002329,SPB.IDBDJ.0125.0002692
PKK.DN.IDBDJ.2501.002461,SPB.IDBDJ.0125.0002690
PKK.DN.IDBDJ.2501.002061,SPB.IDBDJ.0125.0002689
PKK.DN.IDBDJ.2501.002062,SPB.IDBDJ.0125.0002688
PKK.DN.IDBDJ.2501.002513,SPB.IDBDJ.0125.0002687
PKK.DN.IDBDJ.2501.001207,SPB.IDBDJ.0125.0002685
PKK.DN.IDBDJ.2501.002514,SPB.IDBDJ.0125.0002684
PKK.DN.IDBDJ.2501.001700,SPB.IDBDJ.0125.0002683
PKK.DN.IDBDJ.2405.003665,SPB.IDBDJ.0125.0002682
PKK.DN.IDBDJ.2501.002295,SPB.IDBDJ.0125.0002681
PKK.DN.IDBDJ.2501.002294,SPB.IDBDJ.0125.0002680
PKK.DN.IDBDJ.2501.001195,SPB.IDBDJ.0125.0002679
PKK.DN.IDBDJ.2501.001213,SPB.IDBDJ.0125.0002686
PKK.DN.IDSUB.2501.000740,SPB.IDSUB.0125.0000761
PKK.DN.IDBJU.2501.000086,SPB.IDBJU.0125.0000098
PKK.DN.IDBDJ.2412.000598,SPB.IDBDJ.0125.0002678
PKK.DN.IDBDJ.2501.001194,SPB.IDBDJ.0125.0002677
PKK.DN.IDBDJ.2501.001378,SPB.IDBDJ.0125.0002676
PKK.LN.IDSUB.2501.000725,SPB.IDSUB.0125.0000760
PKK.DN.IDBDJ.2501.002152,SPB.IDBDJ.0125.0002670
PKK.DN.IDBDJ.2501.002153,SPB.IDBDJ.0125.0002669
PKK.DN.IDSMQ.2412.000318,SPB.IDSMQ.0125.0000337
PKK.DN.IDBDJ.2501.001967,SPB.IDBDJ.0125.0002675
PKK.DN.IDSMQ.2412.000317,SPB.IDSMQ.0125.0000336
PKK.DN.IDSRG.2501.000204,SPB.IDSRG.0125.0000223
PKK.DN.IDBDJ.2501.001852,SPB.IDBDJ.0125.0002668
PKK.DN.IDGRE.2411.000607,SPB.IDGRE.0125.0000610
PKK.DN.IDGRE.2412.000543,SPB.IDGRE.0125.0000609
PKK.DN.IDSUB.2501.000586,SPB.IDSUB.0125.0000757
PKK.DN.IDBDJ.2501.001759,SPB.IDBDJ.0125.0002655
PKK.DN.IDBDJ.2501.002493,SPB.IDBDJ.0125.0002654
PKK.DN.IDBDJ.2501.002207,SPB.IDBDJ.0125.0002651
PKK.DN.IDGRE.2501.000412,SPB.IDGRE.0125.0000607
PKK.DN.IDKBU.2501.000496,SPB.IDKBU.0125.0000535
PKK.DN.IDKBU.2501.000495,SPB.IDKBU.0125.0000534
PKK.DN.IDKBU.2501.000469,SPB.IDKBU.0125.0000533
PKK.DN.IDBDJ.2501.002335,SPB.IDBDJ.0125.0002667
PKK.DN.IDBDJ.2501.002492,SPB.IDBDJ.0125.0002666
PKK.DN.IDSUB.2501.000666,SPB.IDSUB.0125.0000759
PKK.DN.IDBDJ.2501.002264,SPB.IDBDJ.0125.0002665
PKK.DN.IDGRE.2501.000334,SPB.IDGRE.0125.0000608
PKK.DN.IDBDJ.2501.002183,SPB.IDBDJ.0125.0002661
PKK.DN.IDSUB.2501.000464,SPB.IDSUB.0125.0000758
PKK.DN.IDBDJ.2501.002263,SPB.IDBDJ.0125.0002659
PKK.DN.IDBDJ.2501.002336,SPB.IDBDJ.0125.0002656
PKK.DN.IDBDJ.2501.002203,SPB.IDBDJ.0125.0002650
PKK.DN.IDBOA.2501.001657,SPB.IDBOA.0125.0002282
PKK.DN.IDBDJ.2501.001968,SPB.IDBDJ.0125.0002648
PKK.DN.IDKBU.2501.000470,SPB.IDKBU.0125.0000532
PKK.DN.IDBDJ.2501.001699,SPB.IDBDJ.0125.0002647
PKK.DN.IDSMQ.2501.000191,SPB.IDSMQ.0125.0000335
PKK.DN.IDSMQ.2501.000304,SPB.IDSMQ.0125.0000333
PKK.DN.IDBOA.2501.002236,SPB.IDBOA.0125.0002280
PKK.DN.IDSMQ.2501.000192,SPB.IDSMQ.0125.0000334
PKK.DN.IDBOA.2501.002132,SPB.IDBOA.0125.0002279
PKK.DN.IDKOE.2501.000102,SPB.IDKOE.0125.0000118
PKK.DN.IDGRE.2501.000578,SPB.IDGRE.0125.0000604
PKK.LN.IDGRE.2501.000496,SPB.IDGRE.0125.0000603
PKK.DN.IDBDJ.2501.002228,SPB.IDBDJ.0125.0002644
PKK.DN.IDSUB.2501.000358,SPB.IDSUB.0125.0000756
PKK.DN.IDBDJ.2501.002219,SPB.IDBDJ.0125.0002643
PKK.DN.IDBDJ.2501.002218,SPB.IDBDJ.0125.0002642
PKK.DN.IDBDJ.2501.002143,SPB.IDBDJ.0125.0002641
PKK.DN.IDBDJ.2501.001845,SPB.IDBDJ.0125.0002638
PKK.DN.IDGRE.2501.000280,SPB.IDGRE.0125.0000602
PKK.DN.IDBDJ.2501.001499,SPB.IDBDJ.0125.0002632
PKK.DN.IDSUB.2501.000593,SPB.IDSUB.0125.0000755
PKK.DN.IDBDJ.2501.002145,SPB.IDBDJ.0125.0002640
PKK.DN.IDBDJ.2501.001839,SPB.IDBDJ.0125.0002639
PKK.DN.IDBDJ.2412.001839,SPB.IDBDJ.0125.0002637
PKK.DN.IDGRE.2501.000279,SPB.IDGRE.0125.0000601
PKK.DN.IDBDJ.2501.002086,SPB.IDBDJ.0125.0002636
PKK.DN.IDBDJ.2501.002085,SPB.IDBDJ.0125.0002635
PKK.DN.IDBDJ.2501.001840,SPB.IDBDJ.0125.0002634
PKK.DN.IDBDJ.2501.001498,SPB.IDBDJ.0125.0002633
PKK.DN.IDGRE.2501.000577,SPB.IDGRE.0125.0000600
PKK.DN.IDGRE.2411.000431,SPB.IDGRE.0125.0000599
PKK.DN.IDBDJ.2501.000634,SPB.IDBDJ.0125.0002631
PKK.DN.IDBDJ.2501.002358,SPB.IDBDJ.0125.0002628
PKK.DN.IDSUB.2501.000623,SPB.IDSUB.0125.0000754
PKK.DN.IDBDJ.2501.001955,SPB.IDBDJ.0125.0002626
PKK.DN.IDBDJ.2501.001146,SPB.IDBDJ.0125.0002630
PKK.DN.IDGRE.2411.000868,SPB.IDGRE.0125.0000598
PKK.DN.IDBDJ.2410.002041,SPB.IDBDJ.0125.0002629
PKK.DN.IDBDJ.2501.000823,SPB.IDBDJ.0125.0002627
PKK.DN.IDBDJ.2501.001954,SPB.IDBDJ.0125.0002625
PKK.DN.IDBDJ.2501.002261,SPB.IDBDJ.0125.0002623
PKK.DN.IDBDJ.2501.000821,SPB.IDBDJ.0125.0002622
PKK.DN.IDBDJ.2501.001577,SPB.IDBDJ.0125.0002618
PKK.DN.IDBDJ.2501.001928,SPB.IDBDJ.0125.0002617
PKK.DN.IDSTU.2501.000442,SPB.IDSTU.0125.0000473
PKK.DN.IDSTU.2501.000443,SPB.IDSTU.0125.0000472
PKK.DN.IDBDJ.2501.001330,SPB.IDBDJ.0125.0002616
PKK.DN.IDBDJ.2501.001926,SPB.IDBDJ.0125.0002615
PKK.DN.IDGRE.2412.000155,SPB.IDGRE.0125.0000597
PKK.DN.IDBDJ.2501.001327,SPB.IDBDJ.0125.0002614
PKK.DN.IDGRE.2412.000211,SPB.IDGRE.0125.0000594
PKK.DN.IDKBU.2501.000281,SPB.IDKBU.0125.0000531
PKK.DN.IDBDJ.2501.001145,SPB.IDBDJ.0125.0002613
PKK.DN.IDSUB.2501.000709,SPB.IDSUB.0125.0000753
PKK.DN.IDBDJ.2501.002262,SPB.IDBDJ.0125.0002624
PKK.DN.IDBDJ.2501.001580,SPB.IDBDJ.0125.0002619
PKK.DN.IDGRE.2412.000281,SPB.IDGRE.0125.0000596
PKK.DN.IDGRE.2412.000734,SPB.IDGRE.0125.0000595
PKK.DN.IDSUB.2412.001088,SPB.IDSUB.0125.0000752
PKK.DN.IDSRG.2501.000182,SPB.IDSRG.0125.0000222
PKK.DN.IDKBU.2501.000467,SPB.IDKBU.0125.0000529
PKK.DN.IDKBU.2501.000466,SPB.IDKBU.0125.0000528
PKK.DN.IDBDJ.2501.001610,SPB.IDBDJ.0125.0002611
PKK.DN.IDBDJ.2501.001609,SPB.IDBDJ.0125.0002608
PKK.DN.IDBDJ.2501.001772,SPB.IDBDJ.0125.0002606
PKK.DN.IDSUB.2501.000458,SPB.IDSUB.0125.0000751
PKK.DN.IDBDJ.2501.002000,SPB.IDBDJ.0125.0002610
PKK.DN.IDKUM.2501.000088,SPB.IDKUM.0125.0000148
PKK.DN.IDBDJ.2501.001999,SPB.IDBDJ.0125.0002609
PKK.DN.IDBDJ.2501.001771,SPB.IDBDJ.0125.0002607
PKK.DN.IDSUB.2501.000696,SPB.IDSUB.0125.0000749
PKK.DN.IDGRE.2501.000301,SPB.IDGRE.0125.0000592
PKK.DN.IDGRE.2411.000584,SPB.IDGRE.0125.0000593
PKK.DN.IDSUB.2501.000691,SPB.IDSUB.0125.0000750
PKK.DN.IDSUB.2501.000299,SPB.IDSUB.0125.0000748
PKK.DN.IDGRE.2411.000802,SPB.IDGRE.0125.0000591
PKK.DN.IDSTU.2501.000417,SPB.IDSTU.0125.0000470
PKK.DN.IDSTU.2501.000418,SPB.IDSTU.0125.0000469
PKK.DN.IDSUB.2501.000113,SPB.IDSUB.0125.0000747
PKK.DN.IDGRE.2501.000436,SPB.IDGRE.0125.0000589
PKK.DN.IDGRE.2501.000435,SPB.IDGRE.0125.0000588
PKK.DN.IDGRE.2501.000013,SPB.IDGRE.0125.0000586
PKK.DN.IDGRE.2412.000729,SPB.IDGRE.0125.0000590
PKK.DN.IDGRE.2501.000300,SPB.IDGRE.0125.0000587
PKK.DN.IDKBU.2501.000497,SPB.IDKBU.0125.0000527
PKK.DN.IDBDJ.2501.002158,SPB.IDBDJ.0125.0002604
PKK.LN.IDSMQ.2501.000091,SPB.IDSMQ.0125.0000331
PKK.DN.IDLBR.2501.000113,SPB.IDLBR.0125.0000120
PKK.DN.IDGRE.2412.000033,SPB.IDGRE.0125.0000585
PKK.DN.IDBDJ.2501.002287,SPB.IDBDJ.0125.0002600
PKK.DN.IDBDJ.2501.000598,SPB.IDBDJ.0125.0002599
PKK.DN.IDBDJ.2501.000597,SPB.IDBDJ.0125.0002598
PKK.DN.IDGRE.2412.000102,SPB.IDGRE.0125.0000584
PKK.DN.IDGRE.2411.000554,SPB.IDGRE.0125.0000583
PKK.DN.IDBDJ.2501.002012,SPB.IDBDJ.0125.0002597
PKK.DN.IDBDJ.2501.002013,SPB.IDBDJ.0125.0002596
PKK.DN.IDBDJ.2501.001828,SPB.IDBDJ.0125.0002592
PKK.DN.IDSUB.2501.000730,SPB.IDSUB.0125.0000746
PKK.DN.IDSUB.2501.000445,SPB.IDSUB.0125.0000745
PKK.DN.IDBDJ.2501.001551,SPB.IDBDJ.0125.0002590
PKK.DN.IDBDJ.2501.001288,SPB.IDBDJ.0125.0002588
PKK.DN.IDBDJ.2409.003111,SPB.IDBDJ.0125.0002602
PKK.DN.IDBDJ.2501.001827,SPB.IDBDJ.0125.0002593
PKK.DN.IDBDJ.2501.001550,SPB.IDBDJ.0125.0002591
PKK.DN.IDBDJ.2501.001287,SPB.IDBDJ.0125.0002589
PKK.DN.IDBDJ.2501.002173,SPB.IDBDJ.0125.0002587
PKK.DN.IDGRE.2501.000574,SPB.IDGRE.0125.0000582
PKK.DN.IDGRE.2501.000055,SPB.IDGRE.0125.0000581
PKK.DN.IDBDJ.2501.002176,SPB.IDBDJ.0125.0002586
PKK.DN.IDGRE.2412.000802,SPB.IDGRE.0125.0000580
PKK.DN.IDKBU.2501.000491,SPB.IDKBU.0125.0000526
PKK.DN.IDLBR.2501.000110,SPB.IDLBR.0125.0000119
PKK.DN.IDKBU.2501.000443,SPB.IDKBU.0125.0000525
PKK.DN.IDKBU.2501.000442,SPB.IDKBU.0125.0000524
PKK.DN.IDGRE.2412.000428,SPB.IDGRE.0125.0000579
PKK.DN.IDKBU.2501.000472,SPB.IDKBU.0125.0000522
PKK.DN.IDKUM.2501.000072,SPB.IDKUM.0125.0000147
PKK.DN.IDGRE.2501.000380,SPB.IDGRE.0125.0000578
PKK.DN.IDSUB.2501.000674,SPB.IDSUB.0125.0000744
PKK.DN.IDKUM.2501.000080,SPB.IDKUM.0125.0000146
PKK.DN.IDKBU.2501.000244,SPB.IDKBU.0125.0000521
PKK.DN.IDBOA.2501.002193,SPB.IDBOA.0125.0002252
PKK.DN.IDGRE.2412.000253,SPB.IDGRE.0125.0000577
PKK.DN.IDGRE.2411.000818,SPB.IDGRE.0125.0000576
PKK.DN.IDKUM.2501.000079,SPB.IDKUM.0125.0000145
PKK.DN.IDLBR.2501.000106,SPB.IDLBR.0125.0000118
PKK.DN.IDSUB.2501.000700,SPB.IDSUB.0125.0000743
PKK.DN.IDSUB.2501.000701,SPB.IDSUB.0125.0000742
PKK.DN.IDGRE.2412.000602,SPB.IDGRE.0125.0000575
PKK.DN.IDBDJ.2412.003867,SPB.IDBDJ.0125.0002577
PKK.DN.IDGRE.2411.000128,SPB.IDGRE.0125.0000573
PKK.DN.IDGRE.2411.000432,SPB.IDGRE.0125.0000572
PKK.DN.IDGRE.2412.000603,SPB.IDGRE.0125.0000574
PKK.DN.IDBDJ.2412.004003,SPB.IDBDJ.0125.0002576
PKK.DN.IDSUB.2501.000692,SPB.IDSUB.0125.0000741
PKK.DN.IDGRE.2501.000341,SPB.IDGRE.0125.0000571
PKK.LN.IDSUB.2501.000727,SPB.IDSUB.0125.0000740
PKK.DN.IDGRE.2501.000340,SPB.IDGRE.0125.0000570
PKK.DN.IDGRE.2411.000514,SPB.IDGRE.0125.0000569
PKK.DN.IDGRE.2501.000164,SPB.IDGRE.0125.0000567
PKK.DN.IDGRE.2411.000830,SPB.IDGRE.0125.0000566
PKK.DN.IDGRE.2411.000316,SPB.IDGRE.0125.0000565
PKK.DN.IDGRE.2501.000165,SPB.IDGRE.0125.0000564
PKK.DN.IDBDJ.2501.001246,SPB.IDBDJ.0125.0002574
PKK.DN.IDBDJ.2501.001247,SPB.IDBDJ.0125.0002573
PKK.DN.IDSUB.2501.000601,SPB.IDSUB.0125.0000739
PKK.DN.IDBDJ.2501.002307,SPB.IDBDJ.0125.0002571
PKK.DN.IDGRE.2412.000392,SPB.IDGRE.0125.0000563
PKK.DN.IDGRE.2412.000139,SPB.IDGRE.0125.0000562
PKK.DN.IDSMQ.2501.000127,SPB.IDSMQ.0125.0000330
PKK.DN.IDSMQ.2501.000126,SPB.IDSMQ.0125.0000329
PKK.DN.IDKOE.2501.000114,SPB.IDKOE.0125.0000117
PKK.DN.IDSRG.2501.000190,SPB.IDSRG.0125.0000221
PKK.DN.IDKBU.2501.000456,SPB.IDKBU.0125.0000517
PKK.DN.IDKBU.2501.000493,SPB.IDKBU.0125.0000515
PKK.DN.IDKBU.2501.000412,SPB.IDKBU.0125.0000518
PKK.DN.IDKBU.2501.000455,SPB.IDKBU.0125.0000516
PKK.DN.IDSUB.2501.000723,SPB.IDSUB.0125.0000738
PKK.DN.IDSRG.2501.000189,SPB.IDSRG.0125.0000220
PKK.DN.IDKBU.2501.000492,SPB.IDKBU.0125.0000514
PKK.DN.IDKBU.2501.000142,SPB.IDKBU.0125.0000513
PKK.DN.IDKOE.2501.000106,SPB.IDKOE.0125.0000116
PKK.DN.IDBOA.2501.002131,SPB.IDBOA.0125.0002225
PKK.LN.IDGRE.2501.000328,SPB.IDGRE.0125.0000560
PKK.LN.IDSRG.2501.000198,SPB.IDSRG.0125.0000219
PKK.DN.IDGRE.2501.000459,SPB.IDGRE.0125.0000559
PKK.DN.IDBJU.2501.000051,SPB.IDBJU.0125.0000097
PKK.DN.IDBJU.2501.000084,SPB.IDBJU.0125.0000095
PKK.LN.IDSUB.2501.000685,SPB.IDSUB.0125.0000736
PKK.DN.IDSUB.2501.000726,SPB.IDSUB.0125.0000735
PKK.DN.IDSUB.2501.000710,SPB.IDSUB.0125.0000734
PKK.DN.IDSUB.2501.000622,SPB.IDSUB.0125.0000733
PKK.DN.IDSUB.2501.000694,SPB.IDSUB.0125.0000732
PKK.DN.IDLBR.2501.000109,SPB.IDLBR.0125.0000117
PKK.DN.IDBJU.2501.000053,SPB.IDBJU.0125.0000096
PKK.DN.IDKBU.2501.000430,SPB.IDKBU.0125.0000509
PKK.DN.IDKBU.2501.000431,SPB.IDKBU.0125.0000508
PKK.DN.IDSUB.2501.000677,SPB.IDSUB.0125.0000730
PKK.DN.IDSUB.2501.000721,SPB.IDSUB.0125.0000729
PKK.DN.IDSUB.2501.000633,SPB.IDSUB.0125.0000727
PKK.DN.IDSUB.2501.000679,SPB.IDSUB.0125.0000725
PKK.DN.IDSUB.2501.000511,SPB.IDSUB.0125.0000723
PKK.DN.IDKOE.2501.000113,SPB.IDKOE.0125.0000115
PKK.DN.IDSRG.2501.000181,SPB.IDSRG.0125.0000218
PKK.LN.IDSUB.2412.001074,SPB.IDSUB.0125.0000731
PKK.LN.IDSUB.2501.000525,SPB.IDSUB.0125.0000728
PKK.DN.IDSUB.2501.000460,SPB.IDSUB.0125.0000726
PKK.DN.IDSUB.2501.000577,SPB.IDSUB.0125.0000724
PKK.DN.IDSUB.2501.000604,SPB.IDSUB.0125.0000722
PKK.DN.IDSRG.2501.000159,SPB.IDSRG.0125.0000216
PKK.DN.IDSRG.2501.000158,SPB.IDSRG.0125.0000215
PKK.DN.IDSRG.2411.000142,SPB.IDSRG.0125.0000214
PKK.DN.IDGRE.2501.000037,SPB.IDGRE.0125.0000558
PKK.DN.IDGRE.2501.000036,SPB.IDGRE.0125.0000557
PKK.LN.IDSUB.2501.000668,SPB.IDSUB.0125.0000720
PKK.DN.IDSUB.2501.000492,SPB.IDSUB.0125.0000719
PKK.DN.IDSUB.2501.000493,SPB.IDSUB.0125.0000718
PKK.DN.IDBDJ.2501.002345,SPB.IDBDJ.0125.0002567
PKK.DN.IDSUB.2501.000206,SPB.IDSUB.0125.0000716
PKK.DN.IDSUB.2501.000673,SPB.IDSUB.0125.0000721
PKK.DN.IDSUB.2501.000205,SPB.IDSUB.0125.0000717
PKK.DN.IDSMQ.2501.000303,SPB.IDSMQ.0125.0000328
PKK.DN.IDKOE.2501.000091,SPB.IDKOE.0125.0000114
PKK.DN.IDSUB.2501.000330,SPB.IDSUB.0125.0000715
PKK.DN.IDBDJ.2501.001284,SPB.IDBDJ.0125.0002565
PKK.DN.IDBDJ.2501.001283,SPB.IDBDJ.0125.0002566
PKK.DN.IDBDJ.2501.002230,SPB.IDBDJ.0125.0002561
PKK.DN.IDBDJ.2501.002019,SPB.IDBDJ.0125.0002558
PKK.DN.IDBDJ.2501.002018,SPB.IDBDJ.0125.0002556
PKK.DN.IDBDJ.2501.002178,SPB.IDBDJ.0125.0002555
PKK.DN.IDBDJ.2501.002175,SPB.IDBDJ.0125.0002554
PKK.DN.IDBDJ.2501.002226,SPB.IDBDJ.0125.0002549
PKK.DN.IDBDJ.2501.002179,SPB.IDBDJ.0125.0002548
PKK.DN.IDBDJ.2501.002177,SPB.IDBDJ.0125.0002547
PKK.DN.IDBDJ.2501.001781,SPB.IDBDJ.0125.0002545
PKK.LN.IDBDJ.2501.002251,SPB.IDBDJ.0125.0002564
PKK.LN.IDBDJ.2501.002247,SPB.IDBDJ.0125.0002563
PKK.DN.IDBDJ.2501.001875,SPB.IDBDJ.0125.0002562
PKK.DN.IDSUB.2412.000887,SPB.IDSUB.0125.0000714
PKK.DN.IDBDJ.2501.002220,SPB.IDBDJ.0125.0002553
PKK.DN.IDBDJ.2501.002227,SPB.IDBDJ.0125.0002551
PKK.DN.IDBDJ.2501.002221,SPB.IDBDJ.0125.0002550
PKK.DN.IDBDJ.2501.001780,SPB.IDBDJ.0125.0002546
PKK.DN.IDGRE.2411.000678,SPB.IDGRE.0125.0000556
PKK.DN.IDBDJ.2501.000568,SPB.IDBDJ.0125.0002543
PKK.DN.IDLBR.2501.000089,SPB.IDLBR.0125.0000115
PKK.DN.IDBDJ.2501.002200,SPB.IDBDJ.0125.0002542
PKK.DN.IDGRE.2501.000404,SPB.IDGRE.0125.0000555
PKK.DN.IDBDJ.2501.000566,SPB.IDBDJ.0125.0002544
PKK.DN.IDLBR.2501.000090,SPB.IDLBR.0125.0000116
PKK.DN.IDBDJ.2501.002122,SPB.IDBDJ.0125.0002540
PKK.DN.IDKOE.2501.000098,SPB.IDKOE.0125.0000113
PKK.DN.IDBDJ.2501.002416,SPB.IDBDJ.0125.0002536
PKK.DN.IDSUB.2501.000585,SPB.IDSUB.0125.0000713
PKK.DN.IDBDJ.2501.002123,SPB.IDBDJ.0125.0002541
PKK.DN.IDBDJ.2501.002199,SPB.IDBDJ.0125.0002539
PKK.DN.IDBDJ.2501.002196,SPB.IDBDJ.0125.0002538
PKK.DN.IDBDJ.2501.002195,SPB.IDBDJ.0125.0002537
PKK.DN.IDGRE.2501.000558,SPB.IDGRE.0125.0000554
PKK.DN.IDBDJ.2501.001552,SPB.IDBDJ.0125.0002533
PKK.DN.IDBDJ.2501.001553,SPB.IDBDJ.0125.0002532
PKK.DN.IDSMQ.2501.000135,SPB.IDSMQ.0125.0000324
PKK.DN.IDSMQ.2501.000134,SPB.IDSMQ.0125.0000323
PKK.DN.IDSMQ.2412.000398,SPB.IDSMQ.0125.0000322
PKK.DN.IDSMQ.2501.000294,SPB.IDSMQ.0125.0000321
PKK.DN.IDSMQ.2501.000293,SPB.IDSMQ.0125.0000320
PKK.DN.IDGRE.2501.000454,SPB.IDGRE.0125.0000553
PKK.DN.IDSUB.2501.000698,SPB.IDSUB.0125.0000710
PKK.DN.IDSMQ.2412.000399,SPB.IDSMQ.0125.0000325
PKK.DN.IDKUM.2501.000101,SPB.IDKUM.0125.0000144
PKK.DN.IDSUB.2501.000176,SPB.IDSUB.0125.0000712
PKK.DN.IDSUB.2501.000177,SPB.IDSUB.0125.0000711
PKK.DN.IDBDJ.2501.001211,SPB.IDBDJ.0125.0002530
PKK.DN.IDBDJ.2501.001960,SPB.IDBDJ.0125.0002527
PKK.DN.IDBDJ.2501.001959,SPB.IDBDJ.0125.0002526
PKK.DN.IDBDJ.2501.001889,SPB.IDBDJ.0125.0002520
PKK.DN.IDBDJ.2501.001212,SPB.IDBDJ.0125.0002531
PKK.DN.IDGRE.2412.000228,SPB.IDGRE.0125.0000552
