nomor_pkk,nomor_spb
PKK.LN.IDCXP.2501.000067,SPB.IDCXP.0225.0000010
PKK.DN.IDBDJ.2502.000066,SPB.IDBDJ.0225.0000218
PKK.DN.IDBDJ.2502.000065,SPB.IDBDJ.0225.0000215
PKK.DN.IDCXP.2501.000091,SPB.IDCXP.0225.0000009
PKK.DN.IDKUM.2501.000172,SPB.IDKUM.0225.0000011
PKK.DN.IDLBR.2502.000004,SPB.IDLBR.0225.0000009
PKK.DN.IDBDJ.2502.000062,SPB.IDBDJ.0225.0000203
PKK.DN.IDBDJ.2502.000063,SPB.IDBDJ.0225.0000202
PKK.DN.IDBJU.2501.000077,SPB.IDBJU.0225.0000014
PKK.DN.IDBDJ.2502.000067,SPB.IDBDJ.0225.0000217
PKK.DN.IDBDJ.2502.000064,SPB.IDBDJ.0225.0000216
PKK.DN.IDSRG.2501.000305,SPB.IDSRG.0225.0000006
PKK.DN.IDBDJ.2412.002531,SPB.IDBDJ.0225.0000214
PKK.DN.IDGRE.2502.000038,SPB.IDGRE.0225.0000032
PKK.DN.IDGRE.2502.000036,SPB.IDGRE.0225.0000031
PKK.DN.IDBDJ.2502.000035,SPB.IDBDJ.0225.0000212
PKK.DN.IDBDJ.2502.000008,SPB.IDBDJ.0225.0000201
PKK.DN.IDBDJ.2502.000009,SPB.IDBDJ.0225.0000200
PKK.DN.IDSUB.2501.000875,SPB.IDSUB.0225.0000049
PKK.DN.IDSUB.2501.000876,SPB.IDSUB.0225.0000048
PKK.DN.IDGRE.2501.000314,SPB.IDGRE.0225.0000030
PKK.DN.IDGRE.2501.000315,SPB.IDGRE.0225.0000029
PKK.DN.IDBDJ.2501.003414,SPB.IDBDJ.0225.0000199
PKK.DN.IDGRE.2501.000626,SPB.IDGRE.0225.0000028
PKK.DN.IDBDJ.2501.003422,SPB.IDBDJ.0225.0000197
PKK.DN.IDBDJ.2501.003421,SPB.IDBDJ.0225.0000196
PKK.DN.IDBDJ.2501.003392,SPB.IDBDJ.0225.0000195
PKK.DN.IDBDJ.2501.003391,SPB.IDBDJ.0225.0000194
PKK.DN.IDBJU.2502.000005,SPB.IDBJU.0225.0000013
PKK.DN.IDSUB.2502.000028,SPB.IDSUB.0225.0000047
PKK.DN.IDBDJ.2501.003536,SPB.IDBDJ.0225.0000191
PKK.DN.IDBDJ.2501.003411,SPB.IDBDJ.0225.0000198
PKK.DN.IDBDJ.2501.003537,SPB.IDBDJ.0225.0000192
PKK.DN.IDBDJ.2501.003502,SPB.IDBDJ.0225.0000189
PKK.DN.IDGRE.2501.000755,SPB.IDGRE.0225.0000027
PKK.DN.IDBDJ.2501.003503,SPB.IDBDJ.0225.0000190
PKK.DN.IDBDJ.2501.003450,SPB.IDBDJ.0225.0000188
PKK.DN.IDBDJ.2501.003449,SPB.IDBDJ.0225.0000187
PKK.DN.IDBDJ.2501.003547,SPB.IDBDJ.0225.0000184
PKK.DN.IDKBU.2501.000761,SPB.IDKBU.0225.0000054
PKK.DN.IDKBU.2501.000787,SPB.IDKBU.0225.0000049
PKK.DN.IDBDJ.2501.003366,SPB.IDBDJ.0225.0000182
PKK.DN.IDKBU.2501.000694,SPB.IDKBU.0225.0000048
PKK.DN.IDBDJ.2501.003365,SPB.IDBDJ.0225.0000180
PKK.DN.IDKBU.2501.000762,SPB.IDKBU.0225.0000053
PKK.DN.IDKBU.2501.000660,SPB.IDKBU.0225.0000052
PKK.DN.IDKBU.2501.000659,SPB.IDKBU.0225.0000051
PKK.DN.IDGRE.2501.000750,SPB.IDGRE.0225.0000026
PKK.DN.IDKBU.2501.000788,SPB.IDKBU.0225.0000050
PKK.DN.IDSTU.2501.000630,SPB.IDSTU.0225.0000047
PKK.DN.IDBDJ.2501.003086,SPB.IDBDJ.0225.0000179
PKK.DN.IDSTU.2501.000631,SPB.IDSTU.0225.0000046
PKK.DN.IDKBU.2501.000537,SPB.IDKBU.0225.0000046
PKK.DN.IDBDJ.2501.003087,SPB.IDBDJ.0225.0000178
PKK.DN.IDSUB.2501.000995,SPB.IDSUB.0225.0000046
PKK.DN.IDKUM.2502.000002,SPB.IDKUM.0225.0000010
PKK.DN.IDSUB.2501.001066,SPB.IDSUB.0225.0000045
PKK.DN.IDSUB.2501.001120,SPB.IDSUB.0225.0000044
PKK.LN.IDCXP.2501.000007,SPB.IDCXP.0225.0000008
PKK.DN.IDKUM.2501.000102,SPB.IDKUM.0225.0000009
PKK.DN.IDKUM.2501.000103,SPB.IDKUM.0225.0000008
PKK.DN.IDBDJ.2501.003453,SPB.IDBDJ.0225.0000173
PKK.DN.IDBDJ.2501.003588,SPB.IDBDJ.0225.0000170
PKK.DN.IDSMQ.2501.000136,SPB.IDSMQ.0225.0000026
PKK.DN.IDSMQ.2501.000414,SPB.IDSMQ.0225.0000025
PKK.DN.IDSMQ.2501.000415,SPB.IDSMQ.0225.0000024
PKK.DN.IDKOE.2501.000167,SPB.IDKOE.0225.0000007
PKK.DN.IDBDJ.2501.003587,SPB.IDBDJ.0225.0000169
PKK.DN.IDSMQ.2501.000137,SPB.IDSMQ.0225.0000027
PKK.DN.IDBDJ.2411.002886,SPB.IDBDJ.0225.0000168
PKK.DN.IDGRE.2501.000344,SPB.IDGRE.0225.0000024
PKK.DN.IDBDJ.2501.003590,SPB.IDBDJ.0225.0000167
PKK.DN.IDBDJ.2501.002140,SPB.IDBDJ.0225.0000164
PKK.DN.IDKBU.2501.000753,SPB.IDKBU.0225.0000045
PKK.DN.IDKBU.2501.000754,SPB.IDKBU.0225.0000044
PKK.LN.IDGRE.2501.000721,SPB.IDGRE.0225.0000025
PKK.DN.IDGRE.2501.000798,SPB.IDGRE.0225.0000023
PKK.DN.IDBDJ.2501.003591,SPB.IDBDJ.0225.0000166
PKK.DN.IDBDJ.2501.002141,SPB.IDBDJ.0225.0000165
PKK.DN.IDBDJ.2501.003303,SPB.IDBDJ.0225.0000162
PKK.DN.IDBOA.2502.000159,SPB.IDBOA.0225.0000202
PKK.DN.IDBDJ.2501.003302,SPB.IDBDJ.0225.0000163
PKK.DN.IDBDJ.2502.000034,SPB.IDBDJ.0225.0000161
PKK.DN.IDBDJ.2501.003276,SPB.IDBDJ.0225.0000158
PKK.DN.IDBDJ.2501.003179,SPB.IDBDJ.0225.0000155
PKK.DN.IDBDJ.2501.003518,SPB.IDBDJ.0225.0000154
PKK.DN.IDBDJ.2501.003178,SPB.IDBDJ.0225.0000153
PKK.DN.IDBDJ.2501.003274,SPB.IDBDJ.0225.0000159
PKK.DN.IDBDJ.2501.002912,SPB.IDBDJ.0225.0000157
PKK.DN.IDBDJ.2501.002915,SPB.IDBDJ.0225.0000156
PKK.DN.IDBDJ.2501.003517,SPB.IDBDJ.0225.0000152
PKK.DN.IDGRE.2501.000526,SPB.IDGRE.0225.0000022
PKK.DN.IDGRE.2501.000525,SPB.IDGRE.0225.0000021
PKK.LN.IDSRG.2501.000301,SPB.IDSRG.0225.0000005
PKK.LN.IDSRG.2501.000299,SPB.IDSRG.0225.0000004
PKK.DN.IDSMQ.2501.000351,SPB.IDSMQ.0225.0000023
PKK.DN.IDSMQ.2501.000352,SPB.IDSMQ.0225.0000022
PKK.DN.IDKBU.2501.000713,SPB.IDKBU.0225.0000043
PKK.DN.IDBDJ.2501.003423,SPB.IDBDJ.0225.0000151
PKK.DN.IDSUB.2502.000001,SPB.IDSUB.0225.0000042
PKK.DN.IDSTU.2501.000637,SPB.IDSTU.0225.0000040
PKK.DN.IDSUB.2501.000959,SPB.IDSUB.0225.0000043
PKK.DN.IDKBU.2501.000667,SPB.IDKBU.0225.0000041
PKK.DN.IDSUB.2502.000009,SPB.IDSUB.0225.0000041
PKK.DN.IDSTU.2501.000636,SPB.IDSTU.0225.0000041
PKK.DN.IDSTU.2501.000665,SPB.IDSTU.0225.0000036
PKK.DN.IDSTU.2501.000666,SPB.IDSTU.0225.0000037
PKK.DN.IDBOA.2502.000038,SPB.IDBOA.0225.0000187
PKK.DN.IDBJU.2501.000109,SPB.IDBJU.0225.0000012
PKK.DN.IDBJU.2501.000113,SPB.IDBJU.0225.0000010
PKK.LN.IDSMQ.2501.000355,SPB.IDSMQ.0225.0000021
PKK.DN.IDBDJ.2501.002953,SPB.IDBDJ.0225.0000145
PKK.LN.IDSUB.2501.001118,SPB.IDSUB.0225.0000040
PKK.DN.IDBDJ.2501.003027,SPB.IDBDJ.0225.0000141
PKK.DN.IDBDJ.2501.003030,SPB.IDBDJ.0225.0000140
PKK.DN.IDBJU.2501.000108,SPB.IDBJU.0225.0000011
PKK.DN.IDBJU.2501.000050,SPB.IDBJU.0225.0000009
PKK.DN.IDBJU.2501.000049,SPB.IDBJU.0225.0000008
PKK.DN.IDBJU.2502.000002,SPB.IDBJU.0225.0000007
PKK.DN.IDBDJ.2501.002955,SPB.IDBDJ.0225.0000144
PKK.DN.IDBDJ.2501.002897,SPB.IDBDJ.0225.0000143
PKK.DN.IDBDJ.2501.002905,SPB.IDBDJ.0225.0000142
PKK.DN.IDSUB.2501.001098,SPB.IDSUB.0225.0000039
PKK.DN.IDSUB.2501.001099,SPB.IDSUB.0225.0000038
PKK.DN.IDGRE.2501.000826,SPB.IDGRE.0225.0000019
PKK.DN.IDKBU.2501.000685,SPB.IDKBU.0225.0000035
PKK.DN.IDKBU.2501.000683,SPB.IDKBU.0225.0000034
PKK.DN.IDBDJ.2501.003289,SPB.IDBDJ.0225.0000138
PKK.DN.IDSMQ.2501.000453,SPB.IDSMQ.0225.0000018
PKK.DN.IDBDJ.2501.003268,SPB.IDBDJ.0225.0000136
PKK.DN.IDBDJ.2501.003271,SPB.IDBDJ.0225.0000135
PKK.DN.IDSUB.2501.000974,SPB.IDSUB.0225.0000037
PKK.DN.IDKBU.2501.000420,SPB.IDKBU.0225.0000032
PKK.DN.IDGRE.2501.000553,SPB.IDGRE.0225.0000018
PKK.DN.IDKBU.2501.000654,SPB.IDKBU.0225.0000030
PKK.DN.IDGRE.2501.000825,SPB.IDGRE.0225.0000020
PKK.DN.IDKBU.2501.000684,SPB.IDKBU.0225.0000033
PKK.DN.IDBDJ.2501.003291,SPB.IDBDJ.0225.0000137
PKK.DN.IDKBU.2501.000655,SPB.IDKBU.0225.0000031
PKK.DN.IDKOE.2501.000120,SPB.IDKOE.0225.0000005
PKK.DN.IDCEB.2501.000057,SPB.IDCEB.0225.0000002
PKK.DN.IDKOE.2501.000121,SPB.IDKOE.0225.0000006
PKK.DN.IDGRE.2502.000033,SPB.IDGRE.0225.0000017
PKK.DN.IDSUB.2501.001097,SPB.IDSUB.0225.0000036
PKK.DN.IDSUB.2501.000979,SPB.IDSUB.0225.0000035
PKK.DN.IDLBR.2501.000138,SPB.IDLBR.0225.0000007
PKK.DN.IDKBU.2501.000744,SPB.IDKBU.0225.0000028
PKK.DN.IDSUB.2501.001092,SPB.IDSUB.0225.0000034
PKK.DN.IDSUB.2501.001105,SPB.IDSUB.0225.0000033
PKK.DN.IDLBR.2501.000137,SPB.IDLBR.0225.0000008
PKK.DN.IDSUB.2501.000955,SPB.IDSUB.0225.0000032
PKK.DN.IDLBR.2502.000001,SPB.IDLBR.0225.0000006
PKK.DN.IDSUB.2502.000002,SPB.IDSUB.0225.0000030
PKK.DN.IDSUB.2501.001054,SPB.IDSUB.0225.0000029
PKK.DN.IDGRE.2502.000032,SPB.IDGRE.0225.0000016
PKK.DN.IDBOA.2502.000062,SPB.IDBOA.0225.0000123
PKK.LN.IDSUB.2501.001100,SPB.IDSUB.0225.0000031
PKK.DN.IDBJU.2501.000134,SPB.IDBJU.0225.0000006
PKK.DN.IDKOE.2502.000002,SPB.IDKOE.0225.0000004
PKK.DN.IDGRE.2501.000696,SPB.IDGRE.0225.0000006
PKK.DN.IDSUB.2501.001129,SPB.IDSUB.0225.0000028
PKK.DN.IDSUB.2501.000950,SPB.IDSUB.0225.0000027
PKK.DN.IDSUB.2501.001042,SPB.IDSUB.0225.0000026
PKK.DN.IDSRG.2501.000300,SPB.IDSRG.0225.0000002
PKK.DN.IDCXP.2501.000082,SPB.IDCXP.0225.0000006
PKK.DN.IDSTU.2501.000556,SPB.IDSTU.0225.0000028
PKK.DN.IDSTU.2501.000557,SPB.IDSTU.0225.0000027
PKK.DN.IDKBU.2501.000804,SPB.IDKBU.0225.0000026
PKK.DN.IDSTU.2501.000574,SPB.IDSTU.0225.0000030
PKK.DN.IDSTU.2501.000573,SPB.IDSTU.0225.0000029
PKK.DN.IDBJU.2501.000119,SPB.IDBJU.0225.0000005
PKK.DN.IDSUB.2501.000873,SPB.IDSUB.0225.0000024
PKK.DN.IDCXP.2501.000083,SPB.IDCXP.0225.0000005
PKK.DN.IDKUM.2501.000173,SPB.IDKUM.0225.0000007
PKK.DN.IDSUB.2501.001055,SPB.IDSUB.0225.0000025
PKK.DN.IDSUB.2501.001014,SPB.IDSUB.0225.0000023
PKK.DN.IDKBU.2501.000703,SPB.IDKBU.0225.0000024
PKK.DN.IDSUB.2501.001035,SPB.IDSUB.0225.0000022
PKK.DN.IDSUB.2501.000861,SPB.IDSUB.0225.0000020
PKK.DN.IDKOE.2501.000164,SPB.IDKOE.0225.0000003
PKK.DN.IDKBU.2501.000702,SPB.IDKBU.0225.0000025
PKK.DN.IDBDJ.2309.002282,SPB.IDBDJ.0225.0000125
PKK.DN.IDSUB.2501.001001,SPB.IDSUB.0225.0000021
PKK.DN.IDSUB.2501.000864,SPB.IDSUB.0225.0000019
PKK.DN.IDBDJ.2501.002779,SPB.IDBDJ.0225.0000123
PKK.DN.IDBDJ.2501.002780,SPB.IDBDJ.0225.0000122
PKK.LN.IDSUB.2501.001130,SPB.IDSUB.0225.0000018
PKK.DN.IDBDJ.2501.003448,SPB.IDBDJ.0225.0000124
PKK.DN.IDBDJ.2501.003397,SPB.IDBDJ.0225.0000120
PKK.LN.IDSUB.2501.001089,SPB.IDSUB.0225.0000017
PKK.DN.IDBDJ.2501.003203,SPB.IDBDJ.0225.0000119
PKK.LN.IDGRE.2501.000695,SPB.IDGRE.0225.0000015
PKK.DN.IDSTU.2501.000481,SPB.IDSTU.0225.0000022
PKK.DN.IDBDJ.2501.003399,SPB.IDBDJ.0225.0000121
PKK.DN.IDCXP.2501.000064,SPB.IDCXP.0225.0000004
PKK.DN.IDBDJ.2501.003242,SPB.IDBDJ.0225.0000113
PKK.DN.IDBDJ.2502.000001,SPB.IDBDJ.0225.0000112
PKK.DN.IDBDJ.2501.002775,SPB.IDBDJ.0225.0000111
PKK.DN.IDBDJ.2501.002776,SPB.IDBDJ.0225.0000110
PKK.DN.IDBDJ.2412.003606,SPB.IDBDJ.0225.0000114
PKK.DN.IDKBU.2502.000002,SPB.IDKBU.0225.0000019
PKK.DN.IDSUB.2501.000975,SPB.IDSUB.0225.0000016
PKK.DN.IDCXP.2501.000063,SPB.IDCXP.0225.0000003
PKK.DN.IDBDJ.2501.003528,SPB.IDBDJ.0225.0000109
PKK.DN.IDBDJ.2501.003521,SPB.IDBDJ.0225.0000108
PKK.DN.IDBOA.2501.003133,SPB.IDBOA.0225.0000105
PKK.DN.IDBDJ.2501.003451,SPB.IDBDJ.0225.0000107
PKK.DN.IDSMQ.2501.000398,SPB.IDSMQ.0225.0000014
PKK.DN.IDSMQ.2501.000399,SPB.IDSMQ.0225.0000013
PKK.LN.IDSUB.2501.000948,SPB.IDSUB.0225.0000015
PKK.DN.IDGRE.2501.000819,SPB.IDGRE.0225.0000014
PKK.DN.IDGRE.2501.000613,SPB.IDGRE.0225.0000013
PKK.DN.IDBDJ.2501.002849,SPB.IDBDJ.0225.0000106
PKK.DN.IDBDJ.2501.002842,SPB.IDBDJ.0225.0000105
PKK.DN.IDBDJ.2501.003275,SPB.IDBDJ.0225.0000104
PKK.DN.IDBDJ.2501.003273,SPB.IDBDJ.0225.0000103
PKK.DN.IDBDJ.2501.003362,SPB.IDBDJ.0225.0000100
PKK.DN.IDBDJ.2501.003361,SPB.IDBDJ.0225.0000099
PKK.DN.IDBDJ.2501.002805,SPB.IDBDJ.0225.0000092
PKK.DN.IDBDJ.2501.002804,SPB.IDBDJ.0225.0000091
PKK.DN.IDGRE.2501.000235,SPB.IDGRE.0225.0000012
PKK.DN.IDBDJ.2502.000003,SPB.IDBDJ.0225.0000102
PKK.DN.IDLBR.2501.000174,SPB.IDLBR.0225.0000005
PKK.DN.IDBDJ.2502.000002,SPB.IDBDJ.0225.0000101
PKK.DN.IDBDJ.2501.003516,SPB.IDBDJ.0225.0000098
PKK.DN.IDBDJ.2501.003515,SPB.IDBDJ.0225.0000097
PKK.DN.IDBDJ.2501.003416,SPB.IDBDJ.0225.0000096
PKK.DN.IDBDJ.2501.002873,SPB.IDBDJ.0225.0000095
PKK.DN.IDBDJ.2501.003272,SPB.IDBDJ.0225.0000094
PKK.DN.IDBDJ.2501.003367,SPB.IDBDJ.0225.0000093
PKK.DN.IDBDJ.2501.003531,SPB.IDBDJ.0225.0000090
PKK.DN.IDKUM.2412.000146,SPB.IDKUM.0225.0000006
PKK.DN.IDKUM.2412.000145,SPB.IDKUM.0225.0000005
PKK.DN.IDKBU.2501.000603,SPB.IDKBU.0225.0000015
PKK.DN.IDKBU.2501.000604,SPB.IDKBU.0225.0000016
PKK.DN.IDBJU.2501.000115,SPB.IDBJU.0225.0000004
PKK.LN.IDLBR.2501.000068,SPB.IDLBR.0225.0000003
PKK.DN.IDGRE.2501.000616,SPB.IDGRE.0225.0000011
PKK.DN.IDGRE.2501.000615,SPB.IDGRE.0225.0000010
PKK.DN.IDLBR.2502.000002,SPB.IDLBR.0225.0000004
PKK.DN.IDKBU.2501.000769,SPB.IDKBU.0225.0000012
PKK.DN.IDKBU.2501.000768,SPB.IDKBU.0225.0000011
PKK.DN.IDKUM.2501.000171,SPB.IDKUM.0225.0000004
PKK.DN.IDBJU.2501.000132,SPB.IDBJU.0225.0000003
PKK.DN.IDGRE.2501.000489,SPB.IDGRE.0225.0000009
PKK.DN.IDGRE.2501.000618,SPB.IDGRE.0225.0000008
PKK.DN.IDBDJ.2501.003311,SPB.IDBDJ.0225.0000085
PKK.DN.IDSMQ.2501.000450,SPB.IDSMQ.0225.0000012
PKK.DN.IDSMQ.2501.000396,SPB.IDSMQ.0225.0000011
PKK.DN.IDSMQ.2501.000397,SPB.IDSMQ.0225.0000010
PKK.DN.IDSMQ.2501.000305,SPB.IDSMQ.0225.0000009
PKK.DN.IDBDJ.2501.002060,SPB.IDBDJ.0225.0000083
PKK.DN.IDBDJ.2501.002059,SPB.IDBDJ.0225.0000082
PKK.DN.IDBDJ.2501.003443,SPB.IDBDJ.0225.0000081
PKK.DN.IDBDJ.2501.003310,SPB.IDBDJ.0225.0000084
PKK.DN.IDSMQ.2501.000306,SPB.IDSMQ.0225.0000008
PKK.DN.IDBDJ.2501.003442,SPB.IDBDJ.0225.0000080
PKK.DN.IDBDJ.2501.003251,SPB.IDBDJ.0225.0000079
PKK.DN.IDBDJ.2501.003252,SPB.IDBDJ.0225.0000078
PKK.DN.IDBDJ.2501.003138,SPB.IDBDJ.0225.0000077
PKK.DN.IDBDJ.2501.003139,SPB.IDBDJ.0225.0000076
PKK.LN.IDSUB.2412.000919,SPB.IDSUB.0225.0000014
PKK.LN.IDSRG.2501.000242,SPB.IDSRG.0225.0000003
PKK.DN.IDGRE.2501.000817,SPB.IDGRE.0225.0000007
PKK.DN.IDBJU.2501.000124,SPB.IDBJU.0225.0000001
PKK.DN.IDCEB.2501.000005,SPB.IDCEB.0225.0000001
PKK.DN.IDBJU.2501.000092,SPB.IDBJU.0225.0000002
PKK.DN.IDBDJ.2501.003364,SPB.IDBDJ.0225.0000071
PKK.DN.IDKBU.2501.000704,SPB.IDKBU.0225.0000010
PKK.DN.IDBDJ.2501.003363,SPB.IDBDJ.0225.0000070
PKK.LN.IDSUB.2501.000120,SPB.IDSUB.0225.0000013
PKK.DN.IDKOE.2502.000001,SPB.IDKOE.0225.0000002
PKK.DN.IDBDJ.2501.003485,SPB.IDBDJ.0225.0000067
PKK.DN.IDBDJ.2501.003486,SPB.IDBDJ.0225.0000068
PKK.DN.IDBDJ.2501.003370,SPB.IDBDJ.0225.0000063
PKK.DN.IDBOA.2501.001290,SPB.IDBOA.0225.0000093
PKK.DN.IDBOA.2502.000037,SPB.IDBOA.0225.0000092
PKK.DN.IDBDJ.2501.003371,SPB.IDBDJ.0225.0000064
PKK.DN.IDBDJ.2501.003235,SPB.IDBDJ.0225.0000062
PKK.LN.IDSUB.2501.001044,SPB.IDSUB.0225.0000012
PKK.DN.IDBDJ.2501.002653,SPB.IDBDJ.0225.0000061
PKK.DN.IDBDJ.2501.002652,SPB.IDBDJ.0225.0000060
PKK.DN.IDBDJ.2501.001850,SPB.IDBDJ.0225.0000059
PKK.DN.IDBDJ.2501.001849,SPB.IDBDJ.0225.0000058
PKK.DN.IDSUB.2501.000809,SPB.IDSUB.0225.0000011
PKK.DN.IDCXP.2501.000071,SPB.IDCXP.0225.0000002
PKK.DN.IDSUB.2501.000549,SPB.IDSUB.0225.0000010
PKK.DN.IDBDJ.2501.003025,SPB.IDBDJ.0225.0000051
PKK.DN.IDBDJ.2501.003024,SPB.IDBDJ.0225.0000050
PKK.DN.IDSTU.2501.000621,SPB.IDSTU.0225.0000020
PKK.DN.IDSTU.2501.000620,SPB.IDSTU.0225.0000019
PKK.DN.IDSMQ.2501.000393,SPB.IDSMQ.0225.0000007
PKK.DN.IDBDJ.2501.000632,SPB.IDBDJ.0225.0000049
PKK.DN.IDBDJ.2501.000633,SPB.IDBDJ.0225.0000048
PKK.DN.IDBDJ.2501.002857,SPB.IDBDJ.0225.0000047
PKK.DN.IDBDJ.2501.002856,SPB.IDBDJ.0225.0000046
PKK.DN.IDBDJ.2501.003022,SPB.IDBDJ.0225.0000042
PKK.DN.IDBDJ.2501.003478,SPB.IDBDJ.0225.0000040
PKK.DN.IDBDJ.2501.003021,SPB.IDBDJ.0225.0000041
PKK.DN.IDBDJ.2501.003514,SPB.IDBDJ.0225.0000038
PKK.DN.IDBDJ.2501.003353,SPB.IDBDJ.0225.0000034
PKK.DN.IDBDJ.2501.002879,SPB.IDBDJ.0225.0000033
PKK.DN.IDBDJ.2501.003444,SPB.IDBDJ.0225.0000031
PKK.DN.IDGRE.2412.000732,SPB.IDGRE.0225.0000004
PKK.DN.IDKUM.2501.000145,SPB.IDKUM.0225.0000003
PKK.DN.IDKUM.2501.000144,SPB.IDKUM.0225.0000002
PKK.DN.IDBDJ.2501.003477,SPB.IDBDJ.0225.0000039
PKK.DN.IDBDJ.2501.003513,SPB.IDBDJ.0225.0000037
PKK.DN.IDBDJ.2501.003433,SPB.IDBDJ.0225.0000036
PKK.DN.IDBDJ.2501.003432,SPB.IDBDJ.0225.0000035
PKK.DN.IDBDJ.2501.003445,SPB.IDBDJ.0225.0000032
PKK.DN.IDGRE.2412.000733,SPB.IDGRE.0225.0000005
PKK.DN.IDSUB.2501.001110,SPB.IDSUB.0225.0000009
PKK.DN.IDLBR.2501.000172,SPB.IDLBR.0225.0000002
PKK.DN.IDBDJ.2412.003533,SPB.IDBDJ.0225.0000026
PKK.DN.IDBDJ.2412.003532,SPB.IDBDJ.0225.0000025
PKK.DN.IDBDJ.2501.001983,SPB.IDBDJ.0225.0000024
PKK.DN.IDBDJ.2501.001982,SPB.IDBDJ.0225.0000023
PKK.DN.IDBDJ.2501.002859,SPB.IDBDJ.0225.0000022
PKK.DN.IDSMQ.2501.000367,SPB.IDSMQ.0225.0000005
PKK.DN.IDKUM.2501.000168,SPB.IDKUM.0225.0000001
PKK.DN.IDBDJ.2501.003483,SPB.IDBDJ.0225.0000020
PKK.DN.IDSTU.2501.000647,SPB.IDSTU.0225.0000012
PKK.DN.IDSTU.2501.000652,SPB.IDSTU.0225.0000011
PKK.DN.IDBDJ.2501.002858,SPB.IDBDJ.0225.0000021
PKK.DN.IDSMQ.2501.000366,SPB.IDSMQ.0225.0000006
PKK.DN.IDKUM.2501.000168,IDKUM-SPK.2502.000428	
PKK.DN.IDBDJ.2501.003426,SPB.IDBDJ.0225.0000019
PKK.DN.IDBDJ.2501.001750,SPB.IDBDJ.0225.0000018
PKK.DN.IDSMQ.2501.000381,SPB.IDSMQ.0225.0000004
PKK.LN.IDSUB.2501.001109,SPB.IDSUB.0225.0000008
PKK.DN.IDSMQ.2501.000380,SPB.IDSMQ.0225.0000003
PKK.DN.IDBDJ.2501.003013,SPB.IDBDJ.0225.0000012
PKK.DN.IDBDJ.2501.003018,SPB.IDBDJ.0225.0000013
PKK.DN.IDKBU.2501.000676,SPB.IDKBU.0225.0000007
PKK.DN.IDBDJ.2501.003292,SPB.IDBDJ.0225.0000006
PKK.DN.IDSMQ.2501.000358,SPB.IDSMQ.0125.0000411
PKK.DN.IDSMQ.2501.000382,SPB.IDSMQ.0225.0000002
PKK.DN.IDSMQ.2501.000383,SPB.IDSMQ.0225.0000001
PKK.DN.IDGRE.2501.000107,SPB.IDGRE.0225.0000003
PKK.DN.IDBDJ.2501.003293,SPB.IDBDJ.0225.0000007
PKK.DN.IDKBU.2501.000644,SPB.IDKBU.0225.0000005
PKK.LN.IDGRE.2501.000605,SPB.IDGRE.0225.0000002
PKK.DN.IDKBU.2501.000643,SPB.IDKBU.0225.0000004
PKK.DN.IDKBU.2501.000332,SPB.IDKBU.0225.0000003
PKK.DN.IDKBU.2501.000331,SPB.IDKBU.0225.0000002
PKK.DN.IDKBU.2501.000764,SPB.IDKBU.0225.0000001
PKK.DN.IDSUB.2501.001085,SPB.IDSUB.0225.0000006
PKK.DN.IDKOE.2501.000173,SPB.IDKOE.0225.0000001
PKK.DN.IDSRG.2501.000304,SPB.IDSRG.0225.0000001
PKK.DN.IDLBR.2501.000170,SPB.IDLBR.0225.0000001
PKK.DN.IDSUB.2501.000943,SPB.IDSUB.0225.0000003
PKK.DN.IDSUB.2501.001036,SPB.IDSUB.0225.0000002
PKK.DN.IDSUB.2501.001086,SPB.IDSUB.0225.0000001
PKK.LN.IDSUB.2501.000909,SPB.IDSUB.0225.0000007
PKK.LN.IDSUB.2501.001032,SPB.IDSUB.0225.0000005
PKK.DN.IDSUB.2501.001094,SPB.IDSUB.0225.0000004
PKK.DN.IDSUB.2501.001076,SPB.IDSUB.0125.0001080
PKK.DN.IDGRE.2501.000733,SPB.IDGRE.0125.0000816
PKK.LN.IDSUB.2501.000168,SPB.IDSUB.0125.0001079
PKK.DN.IDSUB.2501.001037,SPB.IDSUB.0125.0001078
PKK.DN.IDSRG.2501.000297,SPB.IDSRG.0125.0000323
PKK.DN.IDSTU.2501.000560,SPB.IDSTU.0125.0000662
PKK.DN.IDSTU.2501.000561,SPB.IDSTU.0125.0000661
PKK.DN.IDGRE.2501.000583,SPB.IDGRE.0125.0000864
PKK.DN.IDKBU.2501.000789,SPB.IDKBU.0125.0000780
PKK.LN.IDSRG.2501.000287,SPB.IDSRG.0125.0000322
PKK.DN.IDSUB.2501.001056,SPB.IDSUB.0125.0001077
PKK.DN.IDSTU.2501.000528,SPB.IDSTU.0125.0000659
PKK.DN.IDGRE.2501.000309,SPB.IDGRE.0125.0000863
PKK.DN.IDSTU.2501.000530,SPB.IDSTU.0125.0000658
PKK.DN.IDKBU.2501.000739,SPB.IDKBU.0125.0000779
PKK.DN.IDGRE.2501.000617,SPB.IDGRE.0125.0000862
PKK.DN.IDBDJ.2501.002958,SPB.IDBDJ.0125.0003771
PKK.DN.IDBDJ.2501.002957,SPB.IDBDJ.0125.0003770
PKK.DN.IDKBU.2501.000740,SPB.IDKBU.0125.0000778
PKK.DN.IDBJU.2501.000112,SPB.IDBJU.0125.0000133
PKK.DN.IDKUM.2501.000165,SPB.IDKUM.0125.0000197
PKK.DN.IDBDJ.2501.003409,SPB.IDBDJ.0125.0003769
